voucher_no,voucher_date,supplier_id,supplier_name,product_id,stock_item,pack,qty,unit,rate,discount_pct,taxable_amount,gst_amount,invoice_amount,godown
PUR000161,2026-01-01,SUP012,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,181,PCS,32.29,3.0,5669.16,680.3,6349.46,Main Godown
PUR000162,2026-01-29,SUP013,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,225,PCS,31.98,0.0,7195.5,863.46,8058.96,Main Godown
PUR000163,2026-02-21,SUP014,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,185,PCS,32.1,0.0,5938.5,712.62,6651.12,Main Godown
PUR000164,2026-03-25,SUP015,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,277,PCS,32.18,2.0,8735.58,1048.27,9783.85,Main Godown
PUR000165,2026-04-26,SUP001,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,239,PCS,31.95,0.0,7636.05,916.33,8552.38,Tonk Branch
PUR000166,2026-05-21,SUP002,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,788,PCS,32.25,0.0,25413.0,3049.56,28462.56,Main Godown
PUR000167,2026-06-24,SUP003,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,253,PCS,31.9,3.0,7828.58,939.43,8768.01,Main Godown
PUR000168,2026-07-30,SUP004,Coca-Cola Area Office,PRD0007,Maaza Mango,600ml,242,PCS,32.12,0.0,7773.04,932.76,8705.8,Main Godown
PUR000169,2024-09-01,SUP005,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,225,PCS,27.96,2.0,6165.18,739.82,6905.0,Tonk Branch
PUR000170,2024-09-18,SUP006,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,336,PCS,28.05,0.0,9424.8,1130.98,10555.78,Tonk Branch
PUR000171,2024-10-25,SUP007,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,156,PCS,28.15,2.0,4303.57,516.43,4820.0,Main Godown
PUR000172,2024-11-28,SUP008,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,234,PCS,28.17,1.0,6525.86,783.1,7308.96,Main Godown
PUR000173,2024-12-28,SUP009,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,145,PCS,28.1,3.0,3952.26,474.27,4426.53,Main Godown
PUR000174,2025-02-01,SUP010,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,197,PCS,28.05,2.0,5415.33,649.84,6065.17,Main Godown
PUR000175,2025-02-24,SUP011,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,46,PCS,27.91,2.0,1258.18,150.98,1409.16,Tonk Branch
PUR000176,2025-03-31,SUP012,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,404,PCS,28.09,1.0,11234.88,1348.19,12583.07,Main Godown
PUR000177,2025-04-21,SUP013,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,487,PCS,28.16,3.0,13302.5,1596.3,14898.8,Main Godown
PUR000178,2025-05-24,SUP014,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,344,PCS,28.05,0.0,9649.2,1157.9,10807.1,Main Godown
PUR000179,2025-06-21,SUP015,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,178,PCS,27.96,1.0,4927.11,591.25,5518.36,Main Godown
PUR000180,2025-07-18,SUP001,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,226,PCS,27.96,2.0,6192.58,743.11,6935.69,Main Godown
PUR000181,2025-08-28,SUP002,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,365,PCS,27.95,3.0,9895.7,1187.48,11083.18,Main Godown
PUR000182,2025-09-24,SUP003,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,171,PCS,27.87,2.0,4670.45,560.45,5230.9,Main Godown
PUR000183,2025-10-26,SUP004,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,206,PCS,28.26,3.0,5646.91,677.63,6324.54,Main Godown
PUR000184,2025-11-27,SUP005,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,292,PCS,27.92,0.0,8152.64,978.32,9130.96,Main Godown
PUR000185,2025-12-22,SUP006,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,138,PCS,28.25,0.0,3898.5,467.82,4366.32,Tonk Branch
PUR000186,2026-01-19,SUP007,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,147,PCS,28.08,0.0,4127.76,495.33,4623.09,Main Godown
PUR000187,2026-02-23,SUP008,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,32,PCS,28.1,2.0,881.22,105.75,986.97,Main Godown
PUR000188,2026-03-18,SUP009,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,74,PCS,28.27,0.0,2091.98,251.04,2343.02,Tonk Branch
PUR000189,2026-04-27,SUP010,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,495,PCS,28.02,1.0,13731.2,1647.74,15378.94,Main Godown
PUR000190,2026-05-28,SUP011,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,321,PCS,28.17,3.0,8771.29,1052.55,9823.84,Main Godown
PUR000191,2026-06-26,SUP012,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,371,PCS,28.25,2.0,10271.14,1232.54,11503.68,Main Godown
PUR000192,2026-07-24,SUP013,PepsiCo Rajasthan,PRD0008,Slice Mango Drink,600ml,180,PCS,28.23,2.0,4979.77,597.57,5577.34,Main Godown
PUR000193,2024-09-01,SUP014,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,358,PCS,29.88,2.0,10483.1,1257.97,11741.07,Tonk Branch
PUR000194,2024-09-29,SUP015,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,233,PCS,29.85,3.0,6746.4,809.57,7555.97,Tonk Branch
PUR000195,2024-10-18,SUP001,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,137,PCS,30.25,3.0,4019.92,482.39,4502.31,Main Godown
PUR000196,2024-11-27,SUP002,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,209,PCS,30.21,0.0,6313.89,757.67,7071.56,Tonk Branch
PUR000197,2024-12-21,SUP003,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,167,PCS,29.95,2.0,4901.62,588.19,5489.81,Main Godown
PUR000198,2025-01-20,SUP004,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,304,PCS,29.89,1.0,8995.69,1079.48,10075.17,Main Godown
PUR000199,2025-02-15,SUP005,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,231,PCS,30.12,1.0,6888.14,826.58,7714.72,Main Godown
PUR000200,2025-03-25,SUP006,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,354,PCS,29.85,0.0,10566.9,1268.03,11834.93,Main Godown
PUR000201,2025-04-29,SUP007,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,462,PCS,29.93,3.0,13412.83,1609.54,15022.37,Tonk Branch
PUR000202,2025-05-22,SUP008,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,252,PCS,29.92,3.0,7313.64,877.64,8191.28,Tonk Branch
PUR000203,2025-06-19,SUP009,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,131,PCS,29.96,3.0,3807.02,456.84,4263.86,Main Godown
PUR000204,2025-08-01,SUP010,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,72,PCS,29.96,3.0,2092.41,251.09,2343.5,Main Godown
PUR000205,2025-08-30,SUP011,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,113,PCS,30.27,0.0,3420.51,410.46,3830.97,Main Godown
PUR000206,2025-09-30,SUP012,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,297,PCS,30.09,0.0,8936.73,1072.41,10009.14,Main Godown
PUR000207,2025-10-23,SUP013,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,103,PCS,29.99,3.0,2996.3,359.56,3355.86,Main Godown
PUR000208,2025-11-25,SUP014,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,110,PCS,30.2,0.0,3322.0,398.64,3720.64,Tonk Branch
PUR000209,2025-12-28,SUP015,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,280,PCS,30.19,1.0,8368.67,1004.24,9372.91,Tonk Branch
PUR000210,2026-01-28,SUP001,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,127,PCS,30.24,1.0,3802.08,456.25,4258.33,Tonk Branch
PUR000211,2026-02-23,SUP002,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,178,PCS,29.9,0.0,5322.2,638.66,5960.86,Main Godown
PUR000212,2026-03-23,SUP003,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,223,PCS,29.99,3.0,6487.14,778.46,7265.6,Tonk Branch
PUR000213,2026-04-22,SUP004,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,339,PCS,29.9,0.0,10136.1,1216.33,11352.43,Tonk Branch
PUR000214,2026-05-29,SUP005,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,367,PCS,29.92,0.0,10980.64,1317.68,12298.32,Main Godown
PUR000215,2026-06-19,SUP006,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,231,PCS,30.17,3.0,6760.19,811.22,7571.41,Main Godown
PUR000216,2026-07-28,SUP007,Coca-Cola Area Office,PRD0009,Thumbs Up Cola,750ml,197,PCS,29.93,1.0,5837.25,700.47,6537.72,Tonk Branch
PUR000217,2024-09-01,SUP008,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,110,PCS,28.14,0.0,3095.4,371.45,3466.85,Main Godown
PUR000218,2024-09-24,SUP009,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,194,PCS,28.04,0.0,5439.76,652.77,6092.53,Tonk Branch
PUR000219,2024-10-30,SUP010,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,150,PCS,28.17,0.0,4225.5,507.06,4732.56,Main Godown
PUR000220,2024-11-25,SUP011,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,199,PCS,28.25,1.0,5565.53,667.86,6233.39,Tonk Branch
PUR000221,2024-12-21,SUP012,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,181,PCS,28.18,0.0,5100.58,612.07,5712.65,Main Godown
PUR000222,2025-01-21,SUP013,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,187,PCS,28.2,3.0,5115.2,613.82,5729.02,Tonk Branch
PUR000223,2025-02-16,SUP014,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,181,PCS,28.21,0.0,5106.01,612.72,5718.73,Tonk Branch
PUR000224,2025-03-29,SUP015,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,275,PCS,27.89,2.0,7516.35,901.96,8418.31,Tonk Branch
PUR000225,2025-04-30,SUP001,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,399,PCS,28.16,3.0,10898.76,1307.85,12206.61,Main Godown
PUR000226,2025-05-27,SUP002,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,277,PCS,27.89,1.0,7648.27,917.79,8566.06,Main Godown
PUR000227,2025-06-20,SUP003,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,169,PCS,28.07,0.0,4743.83,569.26,5313.09,Tonk Branch
PUR000228,2025-08-01,SUP004,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,403,PCS,28.26,1.0,11274.89,1352.99,12627.88,Main Godown
PUR000229,2025-08-30,SUP005,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,257,PCS,27.96,0.0,7185.72,862.29,8048.01,Tonk Branch
PUR000230,2025-10-01,SUP006,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,378,PCS,28.02,1.0,10485.64,1258.28,11743.92,Tonk Branch
PUR000231,2025-10-27,SUP007,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,109,PCS,28.2,2.0,3012.32,361.48,3373.8,Main Godown
PUR000232,2025-11-22,SUP008,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,274,PCS,28.28,0.0,7748.72,929.85,8678.57,Tonk Branch
PUR000233,2025-12-22,SUP009,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,45,PCS,28.13,2.0,1240.53,148.86,1389.39,Main Godown
PUR000234,2026-01-31,SUP010,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,93,PCS,28.24,0.0,2626.32,315.16,2941.48,Tonk Branch
PUR000235,2026-02-28,SUP011,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,299,PCS,28.14,1.0,8329.72,999.57,9329.29,Main Godown
PUR000236,2026-03-20,SUP012,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,260,PCS,28.2,0.0,7332.0,879.84,8211.84,Main Godown
PUR000237,2026-04-30,SUP013,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,626,PCS,28.14,0.0,17615.64,2113.88,19729.52,Main Godown
PUR000238,2026-05-29,SUP014,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,292,PCS,27.93,2.0,7992.45,959.09,8951.54,Main Godown
PUR000239,2026-06-17,SUP015,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,140,PCS,28.13,2.0,3859.44,463.13,4322.57,Main Godown
PUR000240,2026-08-01,SUP001,Coca-Cola Area Office,PRD0010,Limca Lemon,750ml,269,PCS,28.22,0.0,7591.18,910.94,8502.12,Main Godown
PUR000241,2024-09-01,SUP002,Coca-Cola Area Office,PRD0011,Sprite,750ml,314,PCS,27.98,0.0,8785.72,1054.29,9840.01,Main Godown
PUR000242,2024-09-24,SUP003,Coca-Cola Area Office,PRD0011,Sprite,750ml,158,PCS,28.09,0.0,4438.22,532.59,4970.81,Main Godown
PUR000243,2024-10-28,SUP004,Coca-Cola Area Office,PRD0011,Sprite,750ml,138,PCS,28.0,1.0,3825.36,459.04,4284.4,Main Godown
PUR000244,2024-11-24,SUP005,Coca-Cola Area Office,PRD0011,Sprite,750ml,171,PCS,28.19,3.0,4675.88,561.11,5236.99,Tonk Branch
PUR000245,2024-12-23,SUP006,Coca-Cola Area Office,PRD0011,Sprite,750ml,282,PCS,28.07,3.0,7678.27,921.39,8599.66,Tonk Branch
PUR000246,2025-01-29,SUP007,Coca-Cola Area Office,PRD0011,Sprite,750ml,266,PCS,28.07,0.0,7466.62,895.99,8362.61,Main Godown
PUR000247,2025-02-20,SUP008,Coca-Cola Area Office,PRD0011,Sprite,750ml,109,PCS,28.21,0.0,3074.89,368.99,3443.88,Main Godown
PUR000248,2025-03-26,SUP009,Coca-Cola Area Office,PRD0011,Sprite,750ml,260,PCS,28.17,3.0,7104.47,852.54,7957.01,Main Godown
PUR000249,2025-04-22,SUP010,Coca-Cola Area Office,PRD0011,Sprite,750ml,406,PCS,27.91,0.0,11331.46,1359.78,12691.24,Main Godown
PUR000250,2025-05-22,SUP011,Coca-Cola Area Office,PRD0011,Sprite,750ml,210,PCS,27.86,0.0,5850.6,702.07,6552.67,Tonk Branch
PUR000251,2025-06-24,SUP012,Coca-Cola Area Office,PRD0011,Sprite,750ml,259,PCS,28.16,1.0,7220.51,866.46,8086.97,Main Godown
PUR000252,2025-07-24,SUP013,Coca-Cola Area Office,PRD0011,Sprite,750ml,201,PCS,28.23,0.0,5674.23,680.91,6355.14,Main Godown
PUR000253,2025-08-28,SUP014,Coca-Cola Area Office,PRD0011,Sprite,750ml,330,PCS,28.17,0.0,9296.1,1115.53,10411.63,Main Godown
PUR000254,2025-09-20,SUP015,Coca-Cola Area Office,PRD0011,Sprite,750ml,91,PCS,28.27,1.0,2546.84,305.62,2852.46,Tonk Branch
PUR000255,2025-10-30,SUP001,Coca-Cola Area Office,PRD0011,Sprite,750ml,60,PCS,28.23,0.0,1693.8,203.26,1897.06,Tonk Branch
PUR000256,2025-11-25,SUP002,Coca-Cola Area Office,PRD0011,Sprite,750ml,432,PCS,28.14,3.0,11791.79,1415.01,13206.8,Main Godown
PUR000257,2026-01-01,SUP003,Coca-Cola Area Office,PRD0011,Sprite,750ml,114,PCS,28.0,0.0,3192.0,383.04,3575.04,Main Godown
PUR000258,2026-01-27,SUP004,Coca-Cola Area Office,PRD0011,Sprite,750ml,232,PCS,28.18,3.0,6341.63,761.0,7102.63,Main Godown
PUR000259,2026-02-23,SUP005,Coca-Cola Area Office,PRD0011,Sprite,750ml,313,PCS,28.1,2.0,8619.39,1034.33,9653.72,Main Godown
PUR000260,2026-03-28,SUP006,Coca-Cola Area Office,PRD0011,Sprite,750ml,183,PCS,27.88,0.0,5102.04,612.24,5714.28,Main Godown
PUR000261,2026-04-18,SUP007,Coca-Cola Area Office,PRD0011,Sprite,750ml,332,PCS,28.11,3.0,9052.54,1086.3,10138.84,Main Godown
PUR000262,2026-05-29,SUP008,Coca-Cola Area Office,PRD0011,Sprite,750ml,429,PCS,28.11,2.0,11818.01,1418.16,13236.17,Main Godown
PUR000263,2026-06-25,SUP009,Coca-Cola Area Office,PRD0011,Sprite,750ml,232,PCS,27.92,0.0,6477.44,777.29,7254.73,Main Godown
PUR000264,2026-07-23,SUP010,Coca-Cola Area Office,PRD0011,Sprite,750ml,211,PCS,28.22,0.0,5954.42,714.53,6668.95,Main Godown
PUR000265,2024-09-01,SUP011,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,299,PCS,30.03,3.0,8709.6,1045.15,9754.75,Tonk Branch
PUR000266,2024-09-21,SUP012,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,213,PCS,29.85,0.0,6358.05,762.97,7121.02,Main Godown
PUR000267,2024-10-31,SUP013,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,119,PCS,30.0,1.0,3534.3,424.12,3958.42,Tonk Branch
PUR000268,2024-11-23,SUP014,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,195,PCS,30.12,0.0,5873.4,704.81,6578.21,Main Godown
PUR000269,2024-12-24,SUP015,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,283,PCS,29.91,2.0,8295.24,995.43,9290.67,Tonk Branch
PUR000270,2025-01-26,SUP001,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,216,PCS,30.18,0.0,6518.88,782.27,7301.15,Main Godown
PUR000271,2025-03-01,SUP002,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,52,PCS,29.91,2.0,1524.21,182.91,1707.12,Tonk Branch
PUR000272,2025-03-24,SUP003,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,59,PCS,30.15,2.0,1743.27,209.19,1952.46,Tonk Branch
PUR000273,2025-04-22,SUP004,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,202,PCS,30.14,3.0,5905.63,708.68,6614.31,Tonk Branch
PUR000274,2025-05-25,SUP005,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,328,PCS,30.27,0.0,9928.56,1191.43,11119.99,Main Godown
PUR000275,2025-06-21,SUP006,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,330,PCS,29.96,2.0,9689.06,1162.69,10851.75,Main Godown
PUR000276,2025-07-23,SUP007,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,145,PCS,30.19,3.0,4246.22,509.55,4755.77,Main Godown
PUR000277,2025-08-25,SUP008,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,362,PCS,30.14,0.0,10910.68,1309.28,12219.96,Tonk Branch
PUR000278,2025-09-27,SUP009,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,300,PCS,30.22,1.0,8975.34,1077.04,10052.38,Main Godown
PUR000279,2025-10-30,SUP010,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,162,PCS,30.06,0.0,4869.72,584.37,5454.09,Tonk Branch
PUR000280,2025-11-29,SUP011,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,172,PCS,30.15,3.0,5030.23,603.63,5633.86,Main Godown
PUR000281,2025-12-27,SUP012,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,172,PCS,30.29,2.0,5105.68,612.68,5718.36,Main Godown
PUR000282,2026-01-23,SUP013,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,209,PCS,29.97,0.0,6263.73,751.65,7015.38,Main Godown
PUR000283,2026-02-27,SUP014,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,259,PCS,29.9,0.0,7744.1,929.29,8673.39,Main Godown
PUR000284,2026-04-01,SUP015,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,387,PCS,30.23,3.0,11348.04,1361.76,12709.8,Main Godown
PUR000285,2026-04-20,SUP001,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,564,PCS,30.26,0.0,17066.64,2048.0,19114.64,Main Godown
PUR000286,2026-05-26,SUP002,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,640,PCS,29.93,3.0,18580.54,2229.66,20810.2,Main Godown
PUR000287,2026-06-20,SUP003,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,267,PCS,29.99,0.0,8007.33,960.88,8968.21,Main Godown
PUR000288,2026-07-26,SUP004,Coca-Cola Area Office,PRD0012,Coca Cola,750ml,528,PCS,30.06,0.0,15871.68,1904.6,17776.28,Main Godown
PUR000289,2024-09-01,SUP005,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,244,PCS,28.06,0.0,6846.64,821.6,7668.24,Main Godown
PUR000290,2024-10-01,SUP006,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,112,PCS,28.11,2.0,3085.35,370.24,3455.59,Main Godown
PUR000291,2024-10-24,SUP007,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,95,PCS,28.21,3.0,2599.55,311.95,2911.5,Main Godown
PUR000292,2024-11-17,SUP008,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,322,PCS,28.16,0.0,9067.52,1088.1,10155.62,Main Godown
PUR000293,2024-12-19,SUP009,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,166,PCS,28.24,0.0,4687.84,562.54,5250.38,Tonk Branch
PUR000294,2025-01-20,SUP010,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,99,PCS,27.97,3.0,2685.96,322.32,3008.28,Main Godown
PUR000295,2025-02-26,SUP011,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,246,PCS,28.07,0.0,6905.22,828.63,7733.85,Tonk Branch
PUR000296,2025-03-21,SUP012,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,228,PCS,27.98,0.0,6379.44,765.53,7144.97,Main Godown
PUR000297,2025-04-23,SUP013,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,84,PCS,28.01,0.0,2352.84,282.34,2635.18,Main Godown
PUR000298,2025-05-31,SUP014,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,375,PCS,28.21,1.0,10472.96,1256.76,11729.72,Main Godown
PUR000299,2025-06-23,SUP015,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,129,PCS,28.25,3.0,3534.92,424.19,3959.11,Main Godown
PUR000300,2025-07-25,SUP001,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,204,PCS,28.24,2.0,5645.74,677.49,6323.23,Tonk Branch
PUR000301,2025-08-31,SUP002,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,185,PCS,28.06,3.0,5035.37,604.24,5639.61,Tonk Branch
PUR000302,2025-10-01,SUP003,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,128,PCS,28.07,2.0,3521.1,422.53,3943.63,Tonk Branch
PUR000303,2025-10-23,SUP004,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,210,PCS,28.04,0.0,5888.4,706.61,6595.01,Main Godown
PUR000304,2025-11-17,SUP005,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,126,PCS,27.97,0.0,3524.22,422.91,3947.13,Tonk Branch
PUR000305,2026-01-01,SUP006,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,186,PCS,28.17,3.0,5082.43,609.89,5692.32,Tonk Branch
PUR000306,2026-01-19,SUP007,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,125,PCS,27.96,3.0,3390.15,406.82,3796.97,Tonk Branch
PUR000307,2026-02-17,SUP008,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,217,PCS,27.97,0.0,6069.49,728.34,6797.83,Main Godown
PUR000308,2026-03-28,SUP009,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,498,PCS,28.23,0.0,14058.54,1687.02,15745.56,Tonk Branch
PUR000309,2026-04-20,SUP010,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,472,PCS,28.07,2.0,12984.06,1558.09,14542.15,Main Godown
PUR000310,2026-05-27,SUP011,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,175,PCS,28.06,0.0,4910.5,589.26,5499.76,Main Godown
PUR000311,2026-06-26,SUP012,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,362,PCS,28.04,1.0,10048.98,1205.88,11254.86,Main Godown
PUR000312,2026-07-31,SUP013,PepsiCo Rajasthan,PRD0013,Pepsi,750ml,212,PCS,28.13,2.0,5844.29,701.31,6545.6,Tonk Branch
PUR000313,2024-09-01,SUP014,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,249,PCS,66.56,1.0,16407.71,1968.93,18376.64,Main Godown
PUR000314,2024-10-01,SUP015,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,208,PCS,66.38,3.0,13392.83,1607.14,14999.97,Main Godown
PUR000315,2024-10-31,SUP001,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,134,PCS,65.98,0.0,8841.32,1060.96,9902.28,Main Godown
PUR000316,2024-11-21,SUP002,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,313,PCS,66.29,0.0,20748.77,2489.85,23238.62,Main Godown
PUR000317,2024-12-23,SUP003,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,130,PCS,66.32,0.0,8621.6,1034.59,9656.19,Tonk Branch
PUR000318,2025-01-22,SUP004,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,237,PCS,65.98,2.0,15324.51,1838.94,17163.45,Main Godown
PUR000319,2025-02-21,SUP005,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,235,PCS,65.68,0.0,15434.8,1852.18,17286.98,Main Godown
PUR000320,2025-03-26,SUP006,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,675,PCS,66.28,2.0,43844.22,5261.31,49105.53,Main Godown
PUR000321,2025-04-21,SUP007,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,191,PCS,66.37,2.0,12423.14,1490.78,13913.92,Main Godown
PUR000322,2025-05-31,SUP008,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,188,PCS,65.67,2.0,12099.04,1451.88,13550.92,Main Godown
PUR000323,2025-06-24,SUP009,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,535,PCS,66.13,0.0,35379.55,4245.55,39625.1,Main Godown
PUR000324,2025-07-28,SUP010,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,323,PCS,66.3,0.0,21414.9,2569.79,23984.69,Tonk Branch
PUR000325,2025-08-28,SUP011,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,198,PCS,66.56,0.0,13178.88,1581.47,14760.35,Tonk Branch
PUR000326,2025-09-25,SUP012,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,270,PCS,66.39,0.0,17925.3,2151.04,20076.34,Tonk Branch
PUR000327,2025-10-25,SUP013,Dabur India Jaipur,PRD0014,Real Fruit Juice,1L,164,PCS,66.44,2.0,10678.24,1281.39,11959.63,Main Godown
