voucher_no,voucher_date,customer_id,party_name,place,product_id,stock_item,pack,qty,unit,rate_cost,rate_sale,discount_pct,taxable_amount,gst_amount,invoice_amount,godown,salesman_name,voucher_type
SAL000192,2025-04-03,CUST0005,Kumar Supermart,Uniara,PRD0014,Real Fruit Juice,1L,68,PCS,66.5,95.0,0.0,6460.0,775.2,26902.41,Tonk Branch,Vijay Sharma,Sales
SAL000192,2025-04-03,CUST0005,Kumar Supermart,Uniara,PRD0080,Rajdhani Besan,1kg,39,PCS,63.21,85.0,0.0,3315.0,165.75,26902.41,Tonk Branch,Vijay Sharma,Sales
SAL000192,2025-04-03,CUST0005,Kumar Supermart,Uniara,PRD0008,Slice Mango Drink,600ml,36,PCS,28.33,40.0,0.0,1440.0,172.8,26902.41,Tonk Branch,Vijay Sharma,Sales
SAL000202,2025-05-17,CUST0005,Kumar Supermart,Uniara,PRD0094,Amul Cone Ice Cream,65ml,2,PCS,22.08,32.0,3.0,62.08,3.1,1272.54,Main Godown,Ramesh Kumar,Sales
SAL000202,2025-05-17,CUST0005,Kumar Supermart,Uniara,PRD0052,Britannia Good Day,200g,14,PCS,27.34,38.0,0.0,532.0,63.84,1272.54,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000202,2025-05-17,CUST0005,Kumar Supermart,Uniara,PRD0006,Frooti Mango Drink,200ml,42,PCS,9.03,13.0,0.0,546.0,65.52,1272.54,Main Godown,Ramesh Kumar,Sales
SAL000207,2025-06-06,CUST0005,Kumar Supermart,Uniara,PRD0130,Tiger Biscuit,100g,32,PCS,18.25,26.0,3.0,807.04,96.84,2328.52,Main Godown,Vijay Sharma,Sales
SAL000207,2025-06-06,CUST0005,Kumar Supermart,Uniara,PRD0027,Dabur Amla Hair Oil,500ml,6,PCS,69.12,100.0,2.0,588.0,105.84,2328.52,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000207,2025-06-06,CUST0005,Kumar Supermart,Uniara,PRD0075,Tata Salt,1kg,29,PCS,18.33,24.0,0.0,696.0,34.8,2328.52,Tonk Branch,Vijay Sharma,Sales
SAL000215,2025-07-22,CUST0005,Kumar Supermart,Uniara,PRD0036,Surf Excel Detergent,1kg,7,PCS,92.36,140.0,0.0,980.0,117.6,2489.9,Tonk Branch,Ramesh Kumar,Sales
SAL000215,2025-07-22,CUST0005,Kumar Supermart,Uniara,PRD0102,Eno Fruit Salt,100g,17,PCS,61.9,78.0,0.0,1326.0,66.3,2489.9,Tonk Branch,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0094,Amul Cone Ice Cream,65ml,31,PCS,22.07,32.0,3.0,962.24,48.11,17707.89,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0053,Oreo Biscuit,120g,33,PCS,38.49,55.0,0.0,1815.0,217.8,17707.89,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0041,Lizol Floor Cleaner,500ml,16,PCS,72.01,110.0,5.0,1672.0,200.64,17707.89,Main Godown,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0028,Vivel Soap,100g,41,PCS,20.13,30.0,0.0,1230.0,221.4,17707.89,Tonk Branch,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0013,Pepsi,750ml,10,PCS,28.14,40.0,3.0,388.0,46.56,17707.89,Main Godown,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0093,Kwality Walls Cornetto,65ml,20,PCS,28.47,40.0,3.0,776.0,38.8,17707.89,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0123,Ruchi Soya Oil,1L,44,PCS,121.6,165.0,2.0,7114.8,355.74,17707.89,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000222,2025-08-08,CUST0005,Kumar Supermart,Uniara,PRD0102,Eno Fruit Salt,100g,32,PCS,61.0,78.0,0.0,2496.0,124.8,17707.89,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000223,2025-08-28,CUST0005,Kumar Supermart,Uniara,PRD0093,Kwality Walls Cornetto,65ml,38,PCS,28.19,40.0,0.0,1520.0,76.0,9367.43,Tonk Branch,Vijay Sharma,Sales
SAL000223,2025-08-28,CUST0005,Kumar Supermart,Uniara,PRD0066,Hippo Rings,40g,5,PCS,10.05,14.0,3.0,67.9,8.15,9367.43,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000223,2025-08-28,CUST0005,Kumar Supermart,Uniara,PRD0110,Carefree Liner,20pcs,49,PCS,55.11,80.0,0.0,3920.0,470.4,9367.43,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000223,2025-08-28,CUST0005,Kumar Supermart,Uniara,PRD0047,Odonil Air Freshener,50g,45,PCS,42.5,65.0,2.0,2866.5,343.98,9367.43,Tonk Branch,Vijay Sharma,Sales
SAL000223,2025-08-28,CUST0005,Kumar Supermart,Uniara,PRD0085,Maggi Masala,100g,3,PCS,22.38,30.0,0.0,90.0,4.5,9367.43,Main Godown,Vijay Sharma,Sales
SAL000225,2025-08-15,CUST0005,Kumar Supermart,Uniara,PRD0057,Uncle Chips,60g,28,PCS,15.23,22.0,0.0,616.0,73.92,16340.97,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000225,2025-08-15,CUST0005,Kumar Supermart,Uniara,PRD0026,Parachute Coconut Oil,500ml,26,PCS,75.79,110.0,0.0,2860.0,514.8,16340.97,Tonk Branch,Vijay Sharma,Sales
SAL000225,2025-08-15,CUST0005,Kumar Supermart,Uniara,PRD0038,Rin Detergent,500g,43,PCS,38.08,58.0,0.0,2494.0,299.28,16340.97,Main Godown,Vijay Sharma,Sales
SAL000225,2025-08-15,CUST0005,Kumar Supermart,Uniara,PRD0047,Odonil Air Freshener,50g,41,PCS,42.6,65.0,0.0,2665.0,319.8,16340.97,Tonk Branch,Vijay Sharma,Sales
SAL000225,2025-08-15,CUST0005,Kumar Supermart,Uniara,PRD0020,Lux Beauty Soap,100g,2,PCS,22.08,35.0,0.0,70.0,12.6,16340.97,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000225,2025-08-15,CUST0005,Kumar Supermart,Uniara,PRD0023,Head & Shoulders Shampoo,180ml,25,PCS,120.35,175.0,0.0,4375.0,787.5,16340.97,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000225,2025-08-15,CUST0005,Kumar Supermart,Uniara,PRD0102,Eno Fruit Salt,100g,17,PCS,61.88,78.0,10.0,1193.4,59.67,16340.97,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000237,2025-11-12,CUST0005,Kumar Supermart,Uniara,PRD0034,Vim Dishwash Bar,300g,10,PCS,18.35,28.0,0.0,280.0,50.4,21129.79,Tonk Branch,Vijay Sharma,Sales
SAL000237,2025-11-12,CUST0005,Kumar Supermart,Uniara,PRD0028,Vivel Soap,100g,20,PCS,20.38,30.0,0.0,600.0,108.0,21129.79,Main Godown,Vijay Sharma,Sales
SAL000237,2025-11-12,CUST0005,Kumar Supermart,Uniara,PRD0044,Vim Dishwash Liquid,500ml,45,PCS,85.54,128.0,0.0,5760.0,691.2,21129.79,Tonk Branch,Vijay Sharma,Sales
SAL000237,2025-11-12,CUST0005,Kumar Supermart,Uniara,PRD0023,Head & Shoulders Shampoo,180ml,16,PCS,118.39,175.0,0.0,2800.0,504.0,21129.79,Tonk Branch,Vijay Sharma,Sales
SAL000237,2025-11-12,CUST0005,Kumar Supermart,Uniara,PRD0121,Sarpan Hybrid Seeds,500g,6,PCS,187.38,260.0,5.0,1482.0,74.1,21129.79,Main Godown,Vijay Sharma,Sales
SAL000237,2025-11-12,CUST0005,Kumar Supermart,Uniara,PRD0080,Rajdhani Besan,1kg,59,PCS,62.82,85.0,0.0,5015.0,250.75,21129.79,Tonk Branch,Vijay Sharma,Sales
SAL000237,2025-11-12,CUST0005,Kumar Supermart,Uniara,PRD0016,Colgate MaxFresh Toothpaste,200g,33,PCS,62.44,95.0,5.0,2978.25,536.09,21129.79,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000240,2026-01-29,CUST0005,Kumar Supermart,Uniara,PRD0024,Clinic Plus Shampoo,175ml,45,PCS,51.06,78.0,0.0,3510.0,631.8,9069.8,Tonk Branch,Vijay Sharma,Sales
SAL000240,2026-01-29,CUST0005,Kumar Supermart,Uniara,PRD0015,Tropicana Orange Juice,1L,40,PCS,77.14,110.0,0.0,4400.0,528.0,9069.8,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000254,2026-05-09,CUST0005,Kumar Supermart,Uniara,PRD0104,Pudin Hara,20ml,40,PCS,28.45,40.0,0.0,1600.0,80.0,4306.96,Main Godown,Ramesh Kumar,Sales
SAL000254,2026-05-09,CUST0005,Kumar Supermart,Uniara,PRD0023,Head & Shoulders Shampoo,180ml,8,PCS,118.8,175.0,0.0,1400.0,252.0,4306.96,Main Godown,Ramesh Kumar,Sales
SAL000254,2026-05-09,CUST0005,Kumar Supermart,Uniara,PRD0005,Amul Kool Milk,200ml,33,PCS,18.35,25.0,2.0,808.5,97.02,4306.96,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000254,2026-05-09,CUST0005,Kumar Supermart,Uniara,PRD0120,Battery Eveready AA,2pcs,1,PCS,42.55,62.0,0.0,62.0,7.44,4306.96,Main Godown,Ramesh Kumar,Sales
SAL000256,2026-06-20,CUST0005,Kumar Supermart,Uniara,PRD0036,Surf Excel Detergent,1kg,28,PCS,91.77,140.0,0.0,3920.0,470.4,20613.23,Tonk Branch,Vijay Sharma,Sales
SAL000256,2026-06-20,CUST0005,Kumar Supermart,Uniara,PRD0079,MDH Kitchen King,100g,7,PCS,58.68,80.0,0.0,560.0,28.0,20613.23,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000256,2026-06-20,CUST0005,Kumar Supermart,Uniara,PRD0122,Parle Groundnut Oil,1L,30,PCS,110.75,150.0,0.0,4500.0,225.0,20613.23,Sawai Madhopur Branch,Vijay Sharma,Sales
SAL000256,2026-06-20,CUST0005,Kumar Supermart,Uniara,PRD0004,Bru Gold Coffee,100g,36,PCS,177.22,250.0,2.0,8820.0,1058.4,20613.23,Main Godown,Vijay Sharma,Sales
SAL000256,2026-06-20,CUST0005,Kumar Supermart,Uniara,PRD0021,Lifebuoy Soap,100g,7,PCS,18.25,28.0,5.0,186.2,33.52,20613.23,Main Godown,Vijay Sharma,Sales
SAL000256,2026-06-20,CUST0005,Kumar Supermart,Uniara,PRD0070,Sunfeast Yumfills,50g,38,PCS,12.06,18.0,0.0,684.0,82.08,20613.23,Tonk Branch,Vijay Sharma,Sales
SAL000256,2026-06-20,CUST0005,Kumar Supermart,Uniara,PRD0066,Hippo Rings,40g,3,PCS,10.04,14.0,3.0,40.74,4.89,20613.23,Tonk Branch,Vijay Sharma,Sales
SAL000270,2024-09-16,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0050,Domex Toilet Cleaner,500ml,46,PCS,68.75,102.0,0.0,4692.0,563.04,5255.04,Main Godown,Ramesh Kumar,Sales
SAL000285,2024-10-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0066,Hippo Rings,40g,62,PCS,10.19,14.0,0.0,868.0,104.16,35342.72,Tonk Branch,Ramesh Kumar,Sales
SAL000285,2024-10-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0120,Battery Eveready AA,2pcs,45,PCS,42.56,62.0,2.0,2734.2,328.1,35342.72,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000285,2024-10-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0127,Jim Jam Biscuit,150g,41,PCS,22.39,32.0,10.0,1180.8,141.7,35342.72,Main Godown,Ramesh Kumar,Sales
SAL000285,2024-10-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0024,Clinic Plus Shampoo,175ml,22,PCS,51.59,78.0,0.0,1716.0,308.88,35342.72,Tonk Branch,Ramesh Kumar,Sales
SAL000285,2024-10-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0014,Real Fruit Juice,1L,2,PCS,66.68,95.0,2.0,186.2,22.34,35342.72,Tonk Branch,Ramesh Kumar,Sales
SAL000285,2024-10-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0081,Patanjali Ghee,1L,46,PCS,382.68,495.0,0.0,22770.0,1138.5,35342.72,Main Godown,Ramesh Kumar,Sales
SAL000285,2024-10-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0129,Nutrichoice Biscuit,100g,66,PCS,35.56,52.0,0.0,3432.0,411.84,35342.72,Main Godown,Ramesh Kumar,Sales
SAL000297,2024-11-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0035,Pears Soap,75g,18,PCS,38.15,58.0,0.0,1044.0,187.92,1943.79,Main Godown,Ramesh Kumar,Sales
SAL000297,2024-11-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0075,Tata Salt,1kg,6,PCS,18.35,24.0,0.0,144.0,7.2,1943.79,Tonk Branch,Ramesh Kumar,Sales
SAL000297,2024-11-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0021,Lifebuoy Soap,100g,8,PCS,18.35,28.0,0.0,224.0,40.32,1943.79,Main Godown,Ramesh Kumar,Sales
SAL000297,2024-11-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0009,Thumbs Up Cola,750ml,7,PCS,30.37,42.0,10.0,264.6,31.75,1943.79,Tonk Branch,Ramesh Kumar,Sales
SAL000298,2024-11-16,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0055,Lays Classic Chips,26g,56,PCS,9.02,13.0,3.0,706.16,84.74,15069.87,Sawai Madhopur Branch,Tushar Patel,Sales
SAL000298,2024-11-16,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0083,Amul Cheese,200g,24,PCS,130.24,165.0,0.0,3960.0,198.0,15069.87,Tonk Branch,Tushar Patel,Sales
SAL000298,2024-11-16,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0121,Sarpan Hybrid Seeds,500g,32,PCS,188.37,260.0,0.0,8320.0,416.0,15069.87,Sawai Madhopur Branch,Tushar Patel,Sales
SAL000298,2024-11-16,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0026,Parachute Coconut Oil,500ml,11,PCS,75.85,110.0,3.0,1173.7,211.27,15069.87,Main Godown,Tushar Patel,Sales
SAL000307,2024-12-13,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0129,Nutrichoice Biscuit,100g,11,PCS,35.17,52.0,0.0,572.0,68.64,7906.36,Sawai Madhopur Branch,Tushar Patel,Sales
SAL000307,2024-12-13,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0121,Sarpan Hybrid Seeds,500g,11,PCS,186.12,260.0,0.0,2860.0,143.0,7906.36,Tonk Branch,Tushar Patel,Sales
SAL000307,2024-12-13,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0096,Dettol Handwash,200ml,38,PCS,65.64,95.0,0.0,3610.0,433.2,7906.36,Tonk Branch,Tushar Patel,Sales
SAL000307,2024-12-13,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0042,Colin Glass Cleaner,500ml,2,PCS,65.41,98.0,0.0,196.0,23.52,7906.36,Main Godown,Tushar Patel,Sales
SAL000317,2025-02-01,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0125,Dhara Mustard Oil,1L,28,PCS,106.05,145.0,2.0,3978.8,198.94,15144.08,Main Godown,Ramesh Kumar,Sales
SAL000317,2025-02-01,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0039,Wheel Detergent,1kg,56,PCS,55.59,82.0,0.0,4592.0,551.04,15144.08,Tonk Branch,Ramesh Kumar,Sales
SAL000317,2025-02-01,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0091,Nestle Milkmaid,400g,47,PCS,88.52,118.0,0.0,5546.0,277.3,15144.08,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000320,2025-02-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0065,Bingo Mad Angles,90g,15,PCS,22.14,32.0,0.0,480.0,57.6,6626.04,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000320,2025-02-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0087,Amul Dahi,400g,4,PCS,38.04,50.0,2.0,196.0,9.8,6626.04,Tonk Branch,Ramesh Kumar,Sales
SAL000320,2025-02-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0031,Nivea Cream,200ml,10,PCS,149.79,220.0,0.0,2200.0,396.0,6626.04,Main Godown,Ramesh Kumar,Sales
SAL000320,2025-02-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0068,Perk Chocolate,36g,38,PCS,18.06,25.0,0.0,950.0,114.0,6626.04,Main Godown,Ramesh Kumar,Sales
SAL000320,2025-02-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0082,Amul Butter,500g,8,PCS,213.68,270.0,2.0,2116.8,105.84,6626.04,Tonk Branch,Ramesh Kumar,Sales
SAL000330,2025-03-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0131,Harpic Bathroom Cleaner,500ml,1,PCS,78.38,120.0,0.0,120.0,21.6,44489.12,Sawai Madhopur Branch,Tushar Patel,Sales
SAL000330,2025-03-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0033,Ponds Talcum Powder,300g,33,PCS,96.44,145.0,0.0,4785.0,861.3,44489.12,Tonk Branch,Tushar Patel,Sales
SAL000330,2025-03-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0062,Britannia 50-50 Biscuit,100g,59,PCS,18.28,26.0,2.0,1503.32,180.4,44489.12,Sawai Madhopur Branch,Tushar Patel,Sales
SAL000330,2025-03-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0080,Rajdhani Besan,1kg,20,PCS,62.06,85.0,2.0,1666.0,83.3,44489.12,Main Godown,Tushar Patel,Sales
SAL000330,2025-03-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0065,Bingo Mad Angles,90g,51,PCS,22.16,32.0,5.0,1550.4,186.05,44489.12,Main Godown,Tushar Patel,Sales
SAL000330,2025-03-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0081,Patanjali Ghee,1L,59,PCS,382.65,495.0,0.0,29205.0,1460.25,44489.12,Main Godown,Tushar Patel,Sales
SAL000330,2025-03-29,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0073,Saffola Gold Oil,1L,14,PCS,145.35,195.0,0.0,2730.0,136.5,44489.12,Main Godown,Tushar Patel,Sales
SAL000337,2025-04-02,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0016,Colgate MaxFresh Toothpaste,200g,37,PCS,62.18,95.0,0.0,3515.0,632.7,5911.7,Main Godown,Tushar Patel,Sales
SAL000337,2025-04-02,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0093,Kwality Walls Cornetto,65ml,42,PCS,28.15,40.0,0.0,1680.0,84.0,5911.7,Tonk Branch,Tushar Patel,Sales
SAL000344,2025-04-04,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0039,Wheel Detergent,1kg,32,PCS,55.29,82.0,0.0,2624.0,314.88,13282.78,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000344,2025-04-04,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0087,Amul Dahi,400g,54,PCS,38.49,50.0,2.0,2646.0,132.3,13282.78,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000344,2025-04-04,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0093,Kwality Walls Cornetto,65ml,10,PCS,28.23,40.0,0.0,400.0,20.0,13282.78,Main Godown,Ramesh Kumar,Sales
SAL000344,2025-04-04,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0114,Comfort Fabric Softener,800ml,44,PCS,95.81,145.0,0.0,6380.0,765.6,13282.78,Main Godown,Ramesh Kumar,Sales
SAL000348,2025-04-12,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0006,Frooti Mango Drink,200ml,66,PCS,9.09,13.0,10.0,772.2,92.66,10765.66,Tonk Branch,Ramesh Kumar,Sales
SAL000348,2025-04-12,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0002,Tata Tea Gold,500g,34,PCS,190.01,260.0,0.0,8840.0,1060.8,10765.66,Tonk Branch,Ramesh Kumar,Sales
SAL000350,2025-05-17,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0066,Hippo Rings,40g,29,PCS,10.19,14.0,3.0,393.82,47.26,8766.68,Tonk Branch,Ramesh Kumar,Sales
SAL000350,2025-05-17,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0029,Gillette Mach3 Razor,2pcs,32,PCS,96.34,145.0,0.0,4640.0,835.2,8766.68,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000350,2025-05-17,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0040,Harpic Toilet Cleaner,500ml,12,PCS,82.37,125.0,0.0,1500.0,180.0,8766.68,Tonk Branch,Ramesh Kumar,Sales
SAL000350,2025-05-17,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0058,Haldiram Bhujia,200g,11,PCS,65.01,95.0,0.0,1045.0,125.4,8766.68,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000357,2025-06-10,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0021,Lifebuoy Soap,100g,45,PCS,18.1,28.0,0.0,1260.0,226.8,7021.98,Tonk Branch,Ramesh Kumar,Sales
SAL000357,2025-06-10,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0122,Parle Groundnut Oil,1L,13,PCS,110.87,150.0,0.0,1950.0,97.5,7021.98,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000357,2025-06-10,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0090,Amul Gold Milk,1L,6,PCS,62.8,80.0,0.0,480.0,24.0,7021.98,Tonk Branch,Ramesh Kumar,Sales
SAL000357,2025-06-10,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0097,Savlon Antiseptic,200ml,37,PCS,55.69,80.0,10.0,2664.0,319.68,7021.98,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000373,2025-07-11,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0064,Sunfeast Dark Fantasy,150g,35,PCS,31.22,45.0,7.0,1464.75,175.77,4977.14,Main Godown,Tushar Patel,Sales
SAL000373,2025-07-11,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0069,Dairy Milk Chocolate,40g,38,PCS,35.03,50.0,0.0,1900.0,228.0,4977.14,Sawai Madhopur Branch,Tushar Patel,Sales
SAL000373,2025-07-11,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0005,Amul Kool Milk,200ml,34,PCS,18.04,25.0,3.0,824.5,98.94,4977.14,Tonk Branch,Tushar Patel,Sales
SAL000373,2025-07-11,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0093,Kwality Walls Cornetto,65ml,7,PCS,28.17,40.0,3.0,271.6,13.58,4977.14,Tonk Branch,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0020,Lux Beauty Soap,100g,42,PCS,22.18,35.0,0.0,1470.0,264.6,10912.61,Tonk Branch,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0056,Kurkure Masala,90g,4,PCS,19.19,27.0,0.0,108.0,12.96,10912.61,Sawai Madhopur Branch,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0090,Amul Gold Milk,1L,10,PCS,62.96,80.0,0.0,800.0,40.0,10912.61,Main Godown,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0028,Vivel Soap,100g,37,PCS,20.1,30.0,0.0,1110.0,199.8,10912.61,Tonk Branch,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0039,Wheel Detergent,1kg,38,PCS,55.29,82.0,0.0,3116.0,373.92,10912.61,Tonk Branch,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0074,Fortune Sunflower Oil,1L,1,PCS,127.01,170.0,2.0,166.6,8.33,10912.61,Tonk Branch,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0066,Hippo Rings,40g,35,PCS,10.17,14.0,0.0,490.0,58.8,10912.61,Main Godown,Tushar Patel,Sales
SAL000374,2025-07-24,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0105,Reynolds Pen,10pcs,37,PCS,45.67,65.0,0.0,2405.0,288.6,10912.61,Main Godown,Tushar Patel,Sales
SAL000385,2025-07-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0039,Wheel Detergent,1kg,16,PCS,55.85,82.0,0.0,1312.0,157.44,8765.15,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000385,2025-07-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0107,Natraj Pencil,12pcs,33,PCS,28.34,40.0,0.0,1320.0,158.4,8765.15,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000385,2025-07-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0132,Lizol Disinfectant Spray,500ml,13,PCS,69.27,105.0,0.0,1365.0,163.8,8765.15,Tonk Branch,Ramesh Kumar,Sales
SAL000385,2025-07-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0084,Knorr Soup,44g,24,PCS,34.38,48.0,3.0,1117.44,55.87,8765.15,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000385,2025-07-22,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0131,Harpic Bathroom Cleaner,500ml,22,PCS,78.15,120.0,0.0,2640.0,475.2,8765.15,Main Godown,Ramesh Kumar,Sales
SAL000403,2025-09-18,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0005,Amul Kool Milk,200ml,37,PCS,18.03,25.0,0.0,925.0,111.0,13789.36,Tonk Branch,Ramesh Kumar,Sales
SAL000403,2025-09-18,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0051,Parle-G Biscuit,800g,28,PCS,38.35,55.0,3.0,1493.8,179.26,13789.36,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000403,2025-09-18,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0097,Savlon Antiseptic,200ml,44,PCS,55.54,80.0,2.0,3449.6,413.95,13789.36,Tonk Branch,Ramesh Kumar,Sales
SAL000403,2025-09-18,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0119,Battery Duracell AA,2pcs,35,PCS,58.75,85.0,0.0,2975.0,357.0,13789.36,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000403,2025-09-18,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0100,ORS Oral Rehydration,21g,14,PCS,12.22,18.0,0.0,252.0,12.6,13789.36,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000403,2025-09-18,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0124,Naturefresh Oil,1L,14,PCS,117.09,158.0,2.0,2167.76,108.39,13789.36,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL000403,2025-09-18,CUST0006,Lodha Brothers,Sawai Madhopur,PRD0013,Pepsi,750ml,30,PCS,28.51,40.0,0.0,1200.0,144.0,13789.36,Tonk Branch,Ramesh Kumar,Sales
