payment_voucher_no,payment_date,customer_id,party_name,voucher_no,payment_amount,payment_mode,reference_no
PAY001967,2024-10-13,CUST0021,Rajput Enterprises,SAL002003,13325.66,Cheque,REF00001967
PAY001980,2025-03-26,CUST0021,Rajput Enterprises,SAL002016,6889.53,UPI,REF00001980
PAY001987,2025-06-01,CUST0021,Rajput Enterprises,SAL002023,4135.47,NEFT,REF00001987
PAY001988,2025-06-07,CUST0021,Rajput Enterprises,SAL002024,3803.33,NEFT,REF00001988
PAY001997,2025-08-29,CUST0021,Rajput Enterprises,SAL002033,8128.29,NEFT,REF00001997
PAY002001,2025-10-14,CUST0021,Rajput Enterprises,SAL002037,4666.91,UPI,REF00002001
PAY002013,2026-01-26,CUST0021,Rajput Enterprises,SAL002049,23715.27,UPI,REF00002013
PAY002022,2026-04-17,CUST0021,Rajput Enterprises,SAL002058,7895.77,UPI,REF00002022
PAY002024,2026-05-01,CUST0021,Rajput Enterprises,SAL002060,17245.42,Cheque,REF00002024
PAY002025,2026-05-23,CUST0021,Rajput Enterprises,SAL002061,18155.53,Cash,REF00002025
PAY002029,2026-06-04,CUST0021,Rajput Enterprises,SAL002065,13592.55,NEFT,REF00002029
PAY002034,2026-07-27,CUST0021,Rajput Enterprises,SAL002070,3609.93,Cash,REF00002034
PAY002036,2026-07-26,CUST0021,Rajput Enterprises,SAL002072,2486.51,Cash,REF00002036
PAY002049,2025-08-05,CUST0022,Natani Medical Store,SAL002089,5545.91,Cheque,REF00002049
PAY002050,2025-10-28,CUST0022,Natani Medical Store,SAL002090,3786.65,Cheque,REF00002050
PAY002052,2025-12-24,CUST0022,Natani Medical Store,SAL002092,6794.13,NEFT,REF00002052
PAY002053,2026-01-15,CUST0022,Natani Medical Store,SAL002093,7621.95,UPI,REF00002053
PAY002077,2024-11-22,CUST0023,Khandelwal Enterprises,SAL002120,26376.93,Cash,REF00002077
PAY002079,2024-11-05,CUST0023,Khandelwal Enterprises,SAL002122,16842.11,Cash,REF00002079
PAY002091,2024-12-03,CUST0023,Khandelwal Enterprises,SAL002134,16798.08,NEFT,REF00002091
PAY002103,2025-01-26,CUST0023,Khandelwal Enterprises,SAL002146,3221.86,Cheque,REF00002103
PAY002106,2025-01-13,CUST0023,Khandelwal Enterprises,SAL002149,16455.06,Cash,REF00002106
PAY002116,2025-03-04,CUST0023,Khandelwal Enterprises,SAL002159,659.68,Cheque,REF00002116
PAY002119,2025-02-08,CUST0023,Khandelwal Enterprises,SAL002162,11303.66,NEFT,REF00002119
PAY002131,2025-04-01,CUST0023,Khandelwal Enterprises,SAL002174,9486.3,NEFT,REF00002131
PAY002134,2025-03-10,CUST0023,Khandelwal Enterprises,SAL002177,9863.39,UPI,REF00002134
PAY002137,2025-03-25,CUST0023,Khandelwal Enterprises,SAL002180,1020.0,NEFT,REF00002137
PAY002140,2025-04-29,CUST0023,Khandelwal Enterprises,SAL002183,9819.01,NEFT,REF00002140
PAY002142,2025-04-28,CUST0023,Khandelwal Enterprises,SAL002185,2548.0,Cash,REF00002142
PAY002145,2025-04-19,CUST0023,Khandelwal Enterprises,SAL002188,7195.55,NEFT,REF00002145
PAY002146,2025-05-01,CUST0023,Khandelwal Enterprises,SAL002189,3553.73,Cheque,REF00002146
PAY002148,2025-04-09,CUST0023,Khandelwal Enterprises,SAL002191,10151.88,UPI,REF00002148
PAY002151,2025-04-28,CUST0023,Khandelwal Enterprises,SAL002194,6102.04,Cheque,REF00002151
PAY002164,2025-05-04,CUST0023,Khandelwal Enterprises,SAL002207,6334.72,NEFT,REF00002164
PAY002166,2025-06-16,CUST0023,Khandelwal Enterprises,SAL002209,2466.2,Cash,REF00002166
PAY002176,2025-06-17,CUST0023,Khandelwal Enterprises,SAL002219,6430.23,Cash,REF00002176
PAY002181,2025-07-22,CUST0023,Khandelwal Enterprises,SAL002224,3297.12,Cheque,REF00002181
PAY002184,2025-07-04,CUST0023,Khandelwal Enterprises,SAL002227,6786.28,Cheque,REF00002184
PAY002188,2025-07-19,CUST0023,Khandelwal Enterprises,SAL002231,9392.66,UPI,REF00002188
PAY002191,2025-07-15,CUST0023,Khandelwal Enterprises,SAL002234,2364.46,Cash,REF00002191
PAY002193,2025-08-09,CUST0023,Khandelwal Enterprises,SAL002236,18761.75,NEFT,REF00002193
PAY002200,2025-08-25,CUST0023,Khandelwal Enterprises,SAL002243,19510.27,Cheque,REF00002200
PAY002212,2025-09-24,CUST0023,Khandelwal Enterprises,SAL002255,6336.47,Cash,REF00002212
PAY002214,2025-09-23,CUST0023,Khandelwal Enterprises,SAL002257,10483.26,UPI,REF00002214
PAY002223,2025-10-10,CUST0023,Khandelwal Enterprises,SAL002266,11752.6,UPI,REF00002223
PAY002225,2025-10-03,CUST0023,Khandelwal Enterprises,SAL002268,6982.61,UPI,REF00002225
PAY002227,2025-10-08,CUST0023,Khandelwal Enterprises,SAL002270,5573.12,Cheque,REF00002227
PAY002235,2025-12-02,CUST0023,Khandelwal Enterprises,SAL002278,6578.25,UPI,REF00002235
PAY002236,2025-11-19,CUST0023,Khandelwal Enterprises,SAL002279,8940.15,UPI,REF00002236
PAY002243,2025-11-08,CUST0023,Khandelwal Enterprises,SAL002286,9393.86,Cheque,REF00002243
PAY002244,2025-11-22,CUST0023,Khandelwal Enterprises,SAL002287,6254.93,Cash,REF00002244
PAY002246,2025-11-12,CUST0023,Khandelwal Enterprises,SAL002289,11214.0,UPI,REF00002246
PAY002251,2025-11-16,CUST0023,Khandelwal Enterprises,SAL002294,11488.92,Cheque,REF00002251
PAY002256,2025-12-30,CUST0023,Khandelwal Enterprises,SAL002299,9412.96,Cash,REF00002256
PAY002259,2025-12-10,CUST0023,Khandelwal Enterprises,SAL002302,6900.4,UPI,REF00002259
PAY002266,2026-01-31,CUST0023,Khandelwal Enterprises,SAL002309,14525.97,UPI,REF00002266
PAY002281,2026-02-28,CUST0023,Khandelwal Enterprises,SAL002324,6383.55,NEFT,REF00002281
PAY002296,2026-03-09,CUST0023,Khandelwal Enterprises,SAL002339,12178.4,NEFT,REF00002296
PAY002302,2026-04-27,CUST0023,Khandelwal Enterprises,SAL002345,13829.14,NEFT,REF00002302
PAY002304,2026-04-15,CUST0023,Khandelwal Enterprises,SAL002347,5871.69,Cash,REF00002304
PAY002305,2026-04-10,CUST0023,Khandelwal Enterprises,SAL002348,14673.58,UPI,REF00002305
PAY002307,2026-05-05,CUST0023,Khandelwal Enterprises,SAL002350,8371.29,Cash,REF00002307
PAY002325,2026-06-22,CUST0023,Khandelwal Enterprises,SAL002368,2726.75,NEFT,REF00002325
PAY002334,2026-08-02,CUST0023,Khandelwal Enterprises,SAL002377,4689.37,NEFT,REF00002334
PAY002340,2026-08-14,CUST0023,Khandelwal Enterprises,SAL002383,9084.31,Cash,REF00002340
PAY002354,2024-10-12,CUST0024,Kasliwal Provisions,SAL002415,20066.93,UPI,REF00002354
PAY002364,2024-12-30,CUST0024,Kasliwal Provisions,SAL002425,4647.75,Cheque,REF00002364
PAY002383,2025-04-03,CUST0024,Kasliwal Provisions,SAL002444,2815.68,NEFT,REF00002383
PAY002385,2025-03-20,CUST0024,Kasliwal Provisions,SAL002446,2482.87,Cheque,REF00002385
PAY002391,2025-04-23,CUST0024,Kasliwal Provisions,SAL002452,3164.0,NEFT,REF00002391
PAY002392,2025-04-15,CUST0024,Kasliwal Provisions,SAL002453,11235.59,UPI,REF00002392
PAY002393,2025-05-05,CUST0024,Kasliwal Provisions,SAL002454,9100.84,UPI,REF00002393
PAY002397,2025-06-10,CUST0024,Kasliwal Provisions,SAL002458,26704.83,NEFT,REF00002397
PAY002398,2025-05-28,CUST0024,Kasliwal Provisions,SAL002459,11656.82,Cheque,REF00002398
PAY002406,2025-06-02,CUST0024,Kasliwal Provisions,SAL002467,5814.14,Cash,REF00002406
PAY002408,2025-07-03,CUST0024,Kasliwal Provisions,SAL002469,31158.59,Cheque,REF00002408
PAY002409,2025-08-12,CUST0024,Kasliwal Provisions,SAL002470,2737.67,UPI,REF00002409
PAY002410,2025-07-29,CUST0024,Kasliwal Provisions,SAL002471,16611.11,Cheque,REF00002410
PAY002413,2025-07-14,CUST0024,Kasliwal Provisions,SAL002474,12493.67,NEFT,REF00002413
PAY002414,2025-08-11,CUST0024,Kasliwal Provisions,SAL002475,336.3,NEFT,REF00002414
PAY002433,2025-10-14,CUST0024,Kasliwal Provisions,SAL002494,5974.2,Cheque,REF00002433
PAY002435,2025-11-04,CUST0024,Kasliwal Provisions,SAL002496,15338.72,UPI,REF00002435
PAY002437,2025-11-22,CUST0024,Kasliwal Provisions,SAL002498,9028.31,Cheque,REF00002437
PAY002443,2025-12-05,CUST0024,Kasliwal Provisions,SAL002504,10918.99,Cash,REF00002443
PAY002448,2026-01-18,CUST0024,Kasliwal Provisions,SAL002509,19766.84,Cheque,REF00002448
PAY002452,2026-01-21,CUST0024,Kasliwal Provisions,SAL002513,4309.31,NEFT,REF00002452
PAY002463,2026-03-28,CUST0024,Kasliwal Provisions,SAL002524,11411.4,NEFT,REF00002463
PAY002471,2026-05-19,CUST0024,Kasliwal Provisions,SAL002532,15364.52,Cheque,REF00002471
PAY002472,2026-06-07,CUST0024,Kasliwal Provisions,SAL002533,7412.67,UPI,REF00002472
PAY002476,2026-05-11,CUST0024,Kasliwal Provisions,SAL002537,11170.4,UPI,REF00002476
PAY002477,2026-06-09,CUST0024,Kasliwal Provisions,SAL002538,9548.68,NEFT,REF00002477
PAY002479,2026-06-07,CUST0024,Kasliwal Provisions,SAL002540,3874.87,NEFT,REF00002479
PAY002480,2026-06-17,CUST0024,Kasliwal Provisions,SAL002541,8048.46,NEFT,REF00002480
PAY002488,2024-12-20,CUST0025,Gupta Traders,SAL002557,4646.82,Cash,REF00002488
PAY002490,2025-02-04,CUST0025,Gupta Traders,SAL002559,6971.28,Cheque,REF00002490
PAY002493,2025-03-31,CUST0025,Gupta Traders,SAL002562,12309.92,UPI,REF00002493
PAY002503,2025-07-14,CUST0025,Gupta Traders,SAL002572,3061.55,Cash,REF00002503
PAY002508,2025-08-01,CUST0025,Gupta Traders,SAL002577,9700.62,UPI,REF00002508
PAY002519,2025-11-25,CUST0025,Gupta Traders,SAL002588,35022.47,Cash,REF00002519
PAY002532,2026-03-21,CUST0025,Gupta Traders,SAL002601,4789.42,Cheque,REF00002532
PAY002537,2026-04-20,CUST0025,Gupta Traders,SAL002606,5231.77,Cash,REF00002537
PAY002546,2026-06-03,CUST0025,Gupta Traders,SAL002615,1648.64,Cheque,REF00002546
PAY002548,2026-07-02,CUST0025,Gupta Traders,SAL002617,21592.3,Cheque,REF00002548
PAY002561,2024-11-19,CUST0026,Garg Cold Store,SAL002634,11628.42,Cheque,REF00002561
PAY002576,2025-02-14,CUST0026,Garg Cold Store,SAL002649,22694.35,Cheque,REF00002576
PAY002584,2025-03-04,CUST0026,Garg Cold Store,SAL002657,12678.19,Cash,REF00002584
PAY002587,2025-03-19,CUST0026,Garg Cold Store,SAL002660,14171.5,Cash,REF00002587
PAY002593,2025-06-12,CUST0026,Garg Cold Store,SAL002666,18230.73,NEFT,REF00002593
PAY002599,2025-06-26,CUST0026,Garg Cold Store,SAL002672,10908.01,NEFT,REF00002599
PAY002611,2025-11-04,CUST0026,Garg Cold Store,SAL002684,22116.52,Cheque,REF00002611
PAY002626,2026-04-08,CUST0026,Garg Cold Store,SAL002699,6226.08,Cheque,REF00002626
PAY002627,2026-04-04,CUST0026,Garg Cold Store,SAL002700,12065.92,Cheque,REF00002627
PAY002633,2026-04-28,CUST0026,Garg Cold Store,SAL002706,6392.0,NEFT,REF00002633
PAY002640,2024-10-07,CUST0027,Yadav Kirana,SAL002714,1783.6,Cheque,REF00002640
PAY002641,2024-10-08,CUST0027,Yadav Kirana,SAL002715,8006.25,Cash,REF00002641
PAY002644,2024-10-27,CUST0027,Yadav Kirana,SAL002718,11091.16,Cash,REF00002644
PAY002648,2024-11-24,CUST0027,Yadav Kirana,SAL002722,7489.89,UPI,REF00002648
PAY002650,2024-11-10,CUST0027,Yadav Kirana,SAL002724,857.36,Cheque,REF00002650
PAY002653,2024-11-13,CUST0027,Yadav Kirana,SAL002727,8740.48,NEFT,REF00002653
PAY002655,2024-11-20,CUST0027,Yadav Kirana,SAL002729,26995.6,Cash,REF00002655
PAY002659,2024-11-03,CUST0027,Yadav Kirana,SAL002733,7772.84,Cash,REF00002659
PAY002661,2024-12-27,CUST0027,Yadav Kirana,SAL002735,17692.94,NEFT,REF00002661
PAY002673,2025-01-19,CUST0027,Yadav Kirana,SAL002747,6118.51,NEFT,REF00002673
PAY002687,2025-03-07,CUST0027,Yadav Kirana,SAL002761,12330.49,UPI,REF00002687
PAY002691,2025-04-14,CUST0027,Yadav Kirana,SAL002765,6710.45,Cheque,REF00002691
PAY002697,2025-05-30,CUST0027,Yadav Kirana,SAL002771,32810.05,Cash,REF00002697
PAY002720,2025-08-07,CUST0027,Yadav Kirana,SAL002794,14542.93,NEFT,REF00002720
PAY002728,2025-09-28,CUST0027,Yadav Kirana,SAL002802,11478.61,NEFT,REF00002728
PAY002731,2025-09-13,CUST0027,Yadav Kirana,SAL002805,10404.8,UPI,REF00002731
PAY002741,2025-11-19,CUST0027,Yadav Kirana,SAL002815,6476.29,Cash,REF00002741
PAY002744,2025-11-11,CUST0027,Yadav Kirana,SAL002818,615.99,NEFT,REF00002744
PAY002761,2026-01-04,CUST0027,Yadav Kirana,SAL002835,2018.24,Cheque,REF00002761
PAY002766,2026-01-26,CUST0027,Yadav Kirana,SAL002840,8176.39,Cash,REF00002766
PAY002773,2026-02-09,CUST0027,Yadav Kirana,SAL002847,6047.07,UPI,REF00002773
PAY002777,2026-02-12,CUST0027,Yadav Kirana,SAL002851,5467.66,Cheque,REF00002777
PAY002786,2026-03-30,CUST0027,Yadav Kirana,SAL002860,25240.43,UPI,REF00002786
PAY002791,2026-04-17,CUST0027,Yadav Kirana,SAL002865,8680.32,UPI,REF00002791
PAY002802,2026-05-22,CUST0027,Yadav Kirana,SAL002876,11052.7,UPI,REF00002802
PAY002803,2026-06-03,CUST0027,Yadav Kirana,SAL002877,15374.8,UPI,REF00002803
PAY002830,2026-08-12,CUST0027,Yadav Kirana,SAL002904,183.68,UPI,REF00002830
PAY002851,2024-12-27,CUST0029,Patel General Store,SAL002934,6260.17,Cash,REF00002851
PAY002856,2024-12-22,CUST0029,Patel General Store,SAL002939,7140.26,UPI,REF00002856
PAY002857,2025-01-16,CUST0029,Patel General Store,SAL002940,29958.2,NEFT,REF00002857
PAY002861,2025-02-03,CUST0029,Patel General Store,SAL002944,28719.34,NEFT,REF00002861
PAY002871,2025-03-13,CUST0029,Patel General Store,SAL002954,10696.49,Cash,REF00002871
PAY002883,2025-04-23,CUST0029,Patel General Store,SAL002966,16704.92,NEFT,REF00002883
PAY002884,2025-04-11,CUST0029,Patel General Store,SAL002967,11467.77,NEFT,REF00002884
PAY002888,2025-04-13,CUST0029,Patel General Store,SAL002971,6468.98,Cash,REF00002888
PAY002895,2025-06-14,CUST0029,Patel General Store,SAL002978,16017.99,Cheque,REF00002895
PAY002899,2025-06-29,CUST0029,Patel General Store,SAL002982,3463.58,Cash,REF00002899
PAY002906,2025-06-13,CUST0029,Patel General Store,SAL002989,9627.21,Cheque,REF00002906
PAY002912,2025-06-09,CUST0029,Patel General Store,SAL002995,13580.91,NEFT,REF00002912
PAY002925,2025-08-14,CUST0029,Patel General Store,SAL003008,22210.2,Cheque,REF00002925
PAY002932,2025-09-23,CUST0029,Patel General Store,SAL003015,7455.0,Cash,REF00002932
PAY002934,2025-09-22,CUST0029,Patel General Store,SAL003017,12771.8,Cheque,REF00002934
PAY002936,2025-10-01,CUST0029,Patel General Store,SAL003019,10316.48,NEFT,REF00002936
PAY002939,2025-09-11,CUST0029,Patel General Store,SAL003022,10678.9,Cash,REF00002939
PAY002941,2025-09-04,CUST0029,Patel General Store,SAL003024,14518.23,Cheque,REF00002941
PAY002947,2025-11-30,CUST0029,Patel General Store,SAL003030,5492.9,Cheque,REF00002947
PAY002955,2026-02-05,CUST0029,Patel General Store,SAL003038,2200.52,Cash,REF00002955
PAY002982,2026-04-17,CUST0029,Patel General Store,SAL003065,17432.71,NEFT,REF00002982
PAY002989,2026-05-02,CUST0029,Patel General Store,SAL003072,8695.61,UPI,REF00002989
PAY003009,2026-07-31,CUST0029,Patel General Store,SAL003092,10004.27,UPI,REF00003009
PAY003031,2025-01-21,CUST0031,Meena Sons,SAL003124,4537.14,Cash,REF00003031
PAY003035,2025-02-19,CUST0031,Meena Sons,SAL003128,2580.5,NEFT,REF00003035
PAY003052,2025-06-13,CUST0031,Meena Sons,SAL003145,28816.14,Cheque,REF00003052
PAY003054,2025-06-30,CUST0031,Meena Sons,SAL003147,11700.11,Cheque,REF00003054
PAY003061,2025-09-21,CUST0031,Meena Sons,SAL003154,6138.72,Cheque,REF00003061
PAY003066,2025-11-07,CUST0031,Meena Sons,SAL003159,5888.02,NEFT,REF00003066
PAY003068,2025-11-08,CUST0031,Meena Sons,SAL003161,4501.29,Cheque,REF00003068
PAY003069,2025-11-10,CUST0031,Meena Sons,SAL003162,8669.92,NEFT,REF00003069
PAY003079,2026-01-24,CUST0031,Meena Sons,SAL003172,1150.24,Cash,REF00003079
PAY003090,2026-06-07,CUST0031,Meena Sons,SAL003183,25736.83,NEFT,REF00003090
PAY003103,2024-12-07,CUST0032,Kothari Supermart,SAL003199,7777.91,Cash,REF00003103
PAY003109,2024-12-01,CUST0032,Kothari Supermart,SAL003203,6137.94,UPI,REF00003109
PAY003136,2025-05-16,CUST0032,Kothari Supermart,SAL003223,23028.45,Cheque,REF00003136
PAY003175,2025-12-21,CUST0032,Kothari Supermart,SAL003255,9152.93,Cheque,REF00003175
PAY003176,2025-12-21,CUST0032,Kothari Supermart,SAL003255,3982.12,Cash,REF00003176
PAY003179,2025-12-16,CUST0032,Kothari Supermart,SAL003258,9037.15,Cheque,REF00003179
PAY003181,2025-12-28,CUST0032,Kothari Supermart,SAL003260,32455.51,Cheque,REF00003181
PAY003189,2026-01-31,CUST0032,Kothari Supermart,SAL003265,6853.25,Cash,REF00003189
PAY003192,2026-02-05,CUST0032,Kothari Supermart,SAL003268,4238.7,Cash,REF00003192
PAY003193,2026-02-05,CUST0032,Kothari Supermart,SAL003268,9459.98,Cheque,REF00003193
PAY003201,2026-03-24,CUST0032,Kothari Supermart,SAL003275,13888.81,Cash,REF00003201
PAY003209,2026-05-09,CUST0032,Kothari Supermart,SAL003280,6968.81,Cheque,REF00003209
PAY003210,2026-05-09,CUST0032,Kothari Supermart,SAL003280,5330.09,Cash,REF00003210
PAY003213,2026-05-23,CUST0032,Kothari Supermart,SAL003282,4111.69,Cheque,REF00003213
PAY003214,2026-05-23,CUST0032,Kothari Supermart,SAL003282,3632.02,UPI,REF00003214
PAY003222,2026-05-10,CUST0032,Kothari Supermart,SAL003287,1979.26,NEFT,REF00003222
PAY003249,2026-07-23,CUST0032,Kothari Supermart,SAL003307,16774.94,Cash,REF00003249
PAY003256,2024-10-12,CUST0033,Lodha Medical Store,SAL003328,5407.84,UPI,REF00003256
PAY003267,2025-02-06,CUST0033,Lodha Medical Store,SAL003339,12435.81,NEFT,REF00003267
PAY003268,2025-02-10,CUST0033,Lodha Medical Store,SAL003340,6948.37,NEFT,REF00003268
PAY003269,2025-03-07,CUST0033,Lodha Medical Store,SAL003341,13950.8,NEFT,REF00003269
PAY003278,2025-05-03,CUST0033,Lodha Medical Store,SAL003350,12693.67,Cheque,REF00003278
PAY003285,2025-06-05,CUST0033,Lodha Medical Store,SAL003357,10232.04,NEFT,REF00003285
PAY003289,2025-06-03,CUST0033,Lodha Medical Store,SAL003361,6146.37,UPI,REF00003289
PAY003291,2025-07-10,CUST0033,Lodha Medical Store,SAL003363,9138.5,UPI,REF00003291
PAY003300,2025-07-25,CUST0033,Lodha Medical Store,SAL003372,16846.2,NEFT,REF00003300
PAY003304,2025-08-05,CUST0033,Lodha Medical Store,SAL003376,5439.32,UPI,REF00003304
PAY003307,2025-08-13,CUST0033,Lodha Medical Store,SAL003379,17957.11,NEFT,REF00003307
PAY003309,2025-08-26,CUST0033,Lodha Medical Store,SAL003381,5323.6,NEFT,REF00003309
PAY003313,2025-10-01,CUST0033,Lodha Medical Store,SAL003385,8925.84,Cheque,REF00003313
PAY003317,2025-10-26,CUST0033,Lodha Medical Store,SAL003389,3981.88,Cash,REF00003317
PAY003324,2025-11-18,CUST0033,Lodha Medical Store,SAL003396,30894.76,NEFT,REF00003324
PAY003326,2025-11-29,CUST0033,Lodha Medical Store,SAL003398,11406.06,UPI,REF00003326
PAY003327,2025-12-20,CUST0033,Lodha Medical Store,SAL003399,11995.46,NEFT,REF00003327
PAY003343,2026-03-27,CUST0033,Lodha Medical Store,SAL003415,8280.72,Cash,REF00003343
PAY003347,2026-04-24,CUST0033,Lodha Medical Store,SAL003419,1111.95,Cheque,REF00003347
PAY003352,2026-05-05,CUST0033,Lodha Medical Store,SAL003424,19259.45,NEFT,REF00003352
PAY003357,2026-05-29,CUST0033,Lodha Medical Store,SAL003429,1870.16,UPI,REF00003357
PAY003363,2026-08-08,CUST0033,Lodha Medical Store,SAL003435,1674.4,UPI,REF00003363
PAY003366,2026-08-24,CUST0033,Lodha Medical Store,SAL003439,11604.61,Cheque,REF00003366
PAY003367,2026-08-11,CUST0033,Lodha Medical Store,SAL003440,4889.92,NEFT,REF00003367
PAY003371,2026-08-29,CUST0033,Lodha Medical Store,SAL003444,22635.91,Cash,REF00003371
PAY003375,2024-10-26,CUST0034,Saini Kirana,SAL003450,17535.46,NEFT,REF00003375
PAY003377,2024-10-29,CUST0034,Saini Kirana,SAL003452,8257.42,UPI,REF00003377
PAY003391,2025-03-03,CUST0034,Saini Kirana,SAL003466,12934.7,Cash,REF00003391
PAY003396,2025-04-19,CUST0034,Saini Kirana,SAL003471,1783.2,NEFT,REF00003396
PAY003415,2025-08-17,CUST0034,Saini Kirana,SAL003490,12051.24,UPI,REF00003415
PAY003417,2025-08-21,CUST0034,Saini Kirana,SAL003492,214.7,UPI,REF00003417
PAY003427,2025-12-02,CUST0034,Saini Kirana,SAL003502,8298.04,Cheque,REF00003427
PAY003428,2025-12-03,CUST0034,Saini Kirana,SAL003503,9088.58,Cheque,REF00003428
PAY003430,2025-11-10,CUST0034,Saini Kirana,SAL003505,1234.24,NEFT,REF00003430
PAY003443,2026-02-07,CUST0034,Saini Kirana,SAL003518,11263.45,UPI,REF00003443
PAY003444,2026-02-15,CUST0034,Saini Kirana,SAL003519,11891.65,Cash,REF00003444
PAY003452,2026-03-06,CUST0034,Saini Kirana,SAL003527,1289.6,Cash,REF00003452
PAY003455,2026-04-13,CUST0034,Saini Kirana,SAL003530,1645.0,NEFT,REF00003455
PAY003464,2026-07-10,CUST0034,Saini Kirana,SAL003539,7044.95,Cash,REF00003464
PAY003471,2026-08-31,CUST0034,Saini Kirana,SAL003546,20286.86,UPI,REF00003471
PAY003486,2025-05-15,CUST0035,Kumawat Departmental Store,SAL003565,2558.3,UPI,REF00003486
PAY003487,2025-05-15,CUST0035,Kumawat Departmental Store,SAL003565,2323.44,Cash,REF00003487
PAY003488,2025-05-12,CUST0035,Kumawat Departmental Store,SAL003566,4012.61,Cheque,REF00003488
PAY003489,2025-05-12,CUST0035,Kumawat Departmental Store,SAL003566,4591.87,Cheque,REF00003489
PAY003490,2025-06-29,CUST0035,Kumawat Departmental Store,SAL003567,879.33,Cheque,REF00003490
PAY003496,2025-08-23,CUST0035,Kumawat Departmental Store,SAL003572,2567.75,Cheque,REF00003496
PAY003497,2025-08-23,CUST0035,Kumawat Departmental Store,SAL003572,4421.66,NEFT,REF00003497
PAY003500,2025-11-11,CUST0035,Kumawat Departmental Store,SAL003574,16424.74,NEFT,REF00003500
PAY003513,2026-01-30,CUST0035,Kumawat Departmental Store,SAL003584,8384.53,Cheque,REF00003513
PAY003516,2026-02-23,CUST0035,Kumawat Departmental Store,SAL003587,1459.63,NEFT,REF00003516
PAY003517,2026-02-23,CUST0035,Kumawat Departmental Store,SAL003587,2725.81,Cheque,REF00003517
PAY003520,2026-03-08,CUST0035,Kumawat Departmental Store,SAL003590,4398.73,NEFT,REF00003520
PAY003534,2026-07-20,CUST0035,Kumawat Departmental Store,SAL003600,8841.0,Cheque,REF00003534
PAY003537,2026-07-05,CUST0035,Kumawat Departmental Store,SAL003602,1768.92,UPI,REF00003537
PAY003541,2024-10-20,CUST0036,Verma Supermart,SAL003620,7211.82,UPI,REF00003541
PAY003544,2024-11-09,CUST0036,Verma Supermart,SAL003623,9569.86,Cash,REF00003544
PAY003545,2024-10-24,CUST0036,Verma Supermart,SAL003624,24563.35,Cash,REF00003545
PAY003552,2024-10-09,CUST0036,Verma Supermart,SAL003631,3209.16,Cash,REF00003552
PAY003558,2024-11-23,CUST0036,Verma Supermart,SAL003637,4185.66,NEFT,REF00003558
PAY003561,2024-11-17,CUST0036,Verma Supermart,SAL003640,5992.15,UPI,REF00003561
PAY003564,2025-01-05,CUST0036,Verma Supermart,SAL003643,11295.56,UPI,REF00003564
PAY003572,2025-02-05,CUST0036,Verma Supermart,SAL003651,3983.84,Cash,REF00003572
PAY003575,2025-02-15,CUST0036,Verma Supermart,SAL003654,20236.01,UPI,REF00003575
PAY003588,2025-04-03,CUST0036,Verma Supermart,SAL003667,6350.4,Cash,REF00003588
PAY003589,2025-04-01,CUST0036,Verma Supermart,SAL003668,8171.15,Cash,REF00003589
PAY003594,2025-03-07,CUST0036,Verma Supermart,SAL003673,3458.96,Cash,REF00003594
PAY003598,2025-04-26,CUST0036,Verma Supermart,SAL003677,19714.11,UPI,REF00003598
PAY003604,2025-05-27,CUST0036,Verma Supermart,SAL003683,11134.03,UPI,REF00003604
PAY003608,2025-05-10,CUST0036,Verma Supermart,SAL003687,6476.11,Cash,REF00003608
PAY003618,2025-06-27,CUST0036,Verma Supermart,SAL003697,2826.32,Cheque,REF00003618
PAY003634,2025-10-13,CUST0036,Verma Supermart,SAL003713,2562.89,NEFT,REF00003634
PAY003639,2025-09-22,CUST0036,Verma Supermart,SAL003718,7025.31,NEFT,REF00003639
