po_number,date,supplier_name,product_name,size_variant,quantity,landing_cost,invoice_value
PO05310,2023-02-09,Local Supplier,Pepsodent Toothpaste,150g,94,147.41,13856.54
PO05311,2023-02-09,Local Supplier,Anchor Switchboard,6 switch,70,301.8,21126.0
PO05312,2023-02-09,Local Supplier,Red Label Tea,250g,83,303.7,25207.1
PO05313,2023-02-09,Local Supplier,A4 Paper Ream,500 sheets,71,79.97,5677.87
PO05314,2023-02-09,Local Supplier,Pantene Shampoo,185ml,55,184.04,10122.2
PO05315,2023-02-09,Local Supplier,Rupa Underwear,XL,34,120.71,4104.14
PO05316,2023-02-09,Local Supplier,Scotch Brite Scrub,2 pc,58,171.19,9929.02
PO05317,2023-02-09,Local Supplier,Jockey Vest,L,44,155.35,6835.4
PO05318,2023-02-09,Local Supplier,Veet Hair Removal Cream,50g,90,212.92,19162.8
PO05319,2023-02-09,Local Supplier,Dove Shampoo,200ml,95,304.52,28929.4
PO05320,2023-02-09,Local Supplier,Tata Tea Premium,500g,52,35.61,1851.72
PO05321,2023-02-09,Local Supplier,Syska LED Strip,5m,19,246.44,4682.36
PO05322,2023-02-09,Local Supplier,Rin Bar,400g,57,147.3,8396.1
PO05323,2023-02-09,Local Supplier,Mother Dairy Paneer,500g,70,583.38,40836.6
PO05324,2023-02-09,Local Supplier,Fair & Lovely Cream,25g,12,73.22,878.64
PO05325,2023-02-09,Amul Cooperative Jaipur,Amul Ghee,500ml,67,447.37,29973.79
PO05326,2023-02-09,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,64,304.1,19462.4
PO05327,2023-02-09,Local Supplier,MDH Haldi Powder,100g,65,371.39,24140.35
PO05328,2023-02-09,Local Supplier,Bournvita,500g,69,225.35,15549.15
PO05329,2023-02-09,ITC Regional Depot,Annapurna Atta,10kg,100,71.67,7167.0
PO05330,2023-02-09,Local Supplier,Head & Shoulders Shampoo,360ml,14,194.79,2727.06
PO05331,2023-02-09,Dabur Tonk Depot,Rooh Afza,300ml,14,277.56,3885.84
PO05332,2023-02-09,Local Supplier,Jockey Vest,M,70,238.54,16697.8
PO05333,2023-02-14,Dabur Tonk Depot,Real Fruit Juice,2L,54,203.45,10986.3
PO05334,2023-02-14,Local Supplier,VIP Socks,2 pairs,59,134.97,7963.23
PO05335,2023-02-14,Local Supplier,Rupa Underwear,M,74,58.65,4340.1
PO05336,2023-02-14,Local Supplier,Colgate Toothpaste,100g,89,43.49,3870.61
PO05337,2023-02-14,Local Supplier,Colgate Toothpaste,200g,69,113.52,7832.88
PO05338,2023-02-14,Local Supplier,Anchor Switchboard,4 switch,11,309.48,3404.28
PO05339,2023-02-14,ITC Regional Depot,Stapler Machine,Standard,93,49.77,4628.61
PO05340,2023-02-14,Britannia Jaipur Hub,Britannia Biscuits,100g,59,34.78,2052.02
PO05341,2023-02-14,Local Supplier,Pepsodent Toothpaste,300g,64,164.14,10504.96
PO05342,2023-02-14,Britannia Jaipur Hub,Good Day Cookies,75g,17,109.89,1868.13
PO05343,2023-02-14,Local Supplier,Lux Soap,150g,50,82.17,4108.5
PO05344,2023-02-14,ITC Regional Depot,Lays Chips,26g,69,166.07,11458.83
PO05345,2023-02-14,Local Supplier,Lifebuoy Soap,75g,17,169.56,2882.52
PO05346,2023-02-14,ITC Regional Depot,Kurkure,100g,48,43.2,2073.6
PO05347,2023-02-14,Britannia Jaipur Hub,Monaco Crackers,160g,22,20.36,447.92
PO05348,2023-02-14,Local Supplier,Garbage Bags,50 pcs,49,29.91,1465.59
PO05349,2023-02-14,Local Supplier,Parachute Coconut Oil,200ml,85,282.94,24049.9
PO05350,2023-02-14,Local Supplier,Anchor Switchboard,6 switch,62,293.6,18203.2
PO05351,2023-02-14,Local Supplier,Good Knight Mosquito Coil,20 pcs,31,90.78,2814.18
PO05352,2023-02-14,Local Supplier,Handkerchief Pack,6 pcs,32,55.04,1761.28
PO05353,2023-02-14,Local Supplier,Bournvita,500g,37,218.81,8095.97
PO05354,2023-02-16,Britannia Jaipur Hub,Good Day Cookies,150g,22,65.25,1435.5
PO05355,2023-02-16,Local Supplier,Syska LED Strip,1m,99,227.99,22571.01
PO05356,2023-02-16,Local Supplier,Mother Dairy Paneer,200g,39,223.71,8724.69
PO05357,2023-02-16,Local Supplier,Jockey Vest,S,39,201.92,7874.88
PO05358,2023-02-16,Local Supplier,Surf Excel Detergent,1kg,99,62.2,6157.8
PO05359,2023-02-16,Local Supplier,Marico Hair Oil,100ml,92,258.26,23759.92
PO05360,2023-02-16,Local Supplier,VIP Socks,4 pairs,20,178.82,3576.4
PO05361,2023-02-16,Local Supplier,Classmate Notebook,200 pages,53,32.83,1739.99
PO05362,2023-02-16,Local Supplier,Saffola Gold Oil,5L,83,247.32,20527.56
PO05363,2023-02-16,Britannia Jaipur Hub,Good Day Cookies,75g,89,110.78,9859.42
PO05364,2023-02-16,Local Supplier,Handkerchief Pack,6 pcs,69,54.24,3742.56
PO05365,2023-02-16,Local Supplier,Veet Hair Removal Cream,50g,96,208.26,19992.96
PO05366,2023-02-16,Local Supplier,Wheel Detergent Powder,500g,34,68.34,2323.56
PO05367,2023-02-16,Local Supplier,Bournvita,1kg,89,160.76,14307.64
PO05368,2023-02-16,Britannia Jaipur Hub,Britannia Biscuits,200g,92,53.16,4890.72
PO05369,2023-02-16,Local Supplier,Tata Tea Premium,250g,60,296.79,17807.4
PO05370,2023-02-16,Local Supplier,MDH Haldi Powder,500g,20,182.57,3651.4
PO05371,2023-02-16,Local Supplier,Good Knight Mosquito Coil,10 pcs,24,168.53,4044.72
PO05372,2023-02-16,Local Supplier,Marico Hair Oil,300ml,96,270.38,25956.48
PO05373,2023-02-16,Local Supplier,Dettol Handwash,200ml,74,133.56,9883.44
PO05374,2023-02-16,Britannia Jaipur Hub,Hide & Seek,100g,79,24.02,1897.58
PO05375,2023-02-16,ITC Regional Depot,Kurkure,73g,87,105.01,9135.87
PO05376,2023-02-16,Local Supplier,Pantene Shampoo,370ml,95,277.46,26358.7
PO05377,2023-02-16,Local Supplier,Scotch Brite Scrub,3 pc,92,79.27,7292.84
PO05378,2023-02-16,ITC Regional Depot,Fevicol Glue,500ml,31,21.53,667.43
PO05379,2023-02-16,Local Supplier,Saffola Gold Oil,1L,40,95.68,3827.2
PO05380,2023-02-16,Local Supplier,Tang Powder,50g,17,215.14,3657.38
PO05381,2023-02-16,Local Supplier,Lizol Floor Cleaner,1L,67,129.21,8657.07
PO05382,2023-02-16,Local Supplier,Odonil Air Freshener,75g,28,141.0,3948.0
PO05383,2023-02-16,Local Supplier,Candle Pack,24 pcs,80,124.79,9983.2
PO05384,2023-02-16,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,16,302.96,4847.36
PO05385,2023-02-16,Local Supplier,Rin Bar,400g,10,151.88,1518.8
PO05386,2023-02-16,Local Supplier,Nivea Body Lotion,200ml,33,202.97,6698.01
PO05387,2023-02-16,Local Supplier,MDH Garam Masala,100g,13,131.9,1714.7
PO05388,2023-02-21,Nestle C&F Jaipur,Nescafe Classic Coffee,200g,44,310.41,13658.04
PO05389,2023-02-21,Amul Cooperative Jaipur,Amul Lassi,200ml,59,78.34,4622.06
PO05390,2023-02-21,Local Supplier,Parachute Coconut Oil,1L,10,207.47,2074.7
PO05391,2023-02-21,Local Supplier,Philips LED Bulb 12W,4 pcs,10,343.11,3431.1
PO05392,2023-02-21,Local Supplier,Paperboat Drinks,200ml,82,264.63,21699.66
PO05393,2023-02-21,Local Supplier,A4 Paper Ream,500 sheets,33,76.09,2510.97
PO05394,2023-02-21,Local Supplier,Fortune Sunflower Oil,5L,57,146.06,8325.42
PO05395,2023-02-21,Parle Agencies Jaipur,Parle-G Biscuits,200g,74,178.39,13200.86
PO05396,2023-02-21,Local Supplier,Marico Hair Oil,300ml,86,274.97,23647.42
PO05397,2023-02-21,Local Supplier,Lux Soap,150g,68,80.4,5467.2
PO05398,2023-02-21,Haldiram Distributors,Haldiram Namkeen,1kg,43,75.56,3249.08
PO05399,2023-02-21,Local Supplier,Patanjali Kesh Kanti,450ml,94,300.23,28221.62
PO05400,2023-02-21,Local Supplier,Dove Shampoo,200ml,24,288.06,6913.44
PO05401,2023-02-21,Local Supplier,Lifebuoy Soap,150g,32,124.87,3995.84
PO05402,2023-02-21,Local Supplier,MDH Garam Masala,100g,25,134.78,3369.5
PO05403,2023-02-21,Local Supplier,Mother Dairy Paneer,200g,96,222.21,21332.16
PO05404,2023-02-21,ITC Regional Depot,Lays Chips,73g,23,83.84,1928.32
PO05405,2023-02-21,Local Supplier,Colgate Toothpaste,100g,27,44.64,1205.28
PO05406,2023-02-21,Britannia Jaipur Hub,Bourbon Biscuits,200g,73,77.71,5672.83
PO05407,2023-02-21,Local Supplier,Surf Excel Detergent,2kg,66,131.32,8667.12
PO05408,2023-02-21,Local Supplier,Saffola Gold Oil,1L,14,96.77,1354.78
PO05409,2023-02-21,Local Supplier,Limca Syrup,750ml,11,167.25,1839.75
PO05410,2023-02-21,Local Supplier,Dettol Handwash,500ml,38,155.09,5893.42
PO05411,2023-02-21,ITC Regional Depot,Annapurna Atta,10kg,34,74.93,2547.62
PO05412,2023-02-21,Local Supplier,Odonil Air Freshener,150g,24,227.61,5462.64
PO05413,2023-02-21,Local Supplier,Pepsodent Toothpaste,150g,30,147.35,4420.5
PO05414,2023-02-21,Nestle C&F Jaipur,Nestle Milkmaid,1kg,77,118.17,9099.09
PO05415,2023-02-21,Britannia Jaipur Hub,Good Day Cookies,150g,46,65.59,3017.14
PO05416,2023-02-21,Local Supplier,Odonil Air Freshener,75g,43,136.85,5884.55
PO05417,2023-02-21,Amul Cooperative Jaipur,Amul Cheese Slices,400g,50,139.06,6953.0
PO05418,2023-02-21,Local Supplier,Dettol Handwash,200ml,36,128.95,4642.2
PO05419,2023-02-21,Britannia Jaipur Hub,Britannia Cheese Spread,180g,67,157.23,10534.41
PO05420,2023-02-21,Local Supplier,Surf Excel Detergent,500g,47,128.48,6038.56
PO05421,2023-02-23,Local Supplier,Dove Shampoo,400ml,25,126.35,3158.75
PO05422,2023-02-23,Local Supplier,Rin Bar,100g,58,112.56,6528.48
PO05423,2023-02-23,Local Supplier,Harpic Toilet Cleaner,1L,37,149.83,5543.71
PO05424,2023-02-23,Local Supplier,Wheel Detergent Powder,1kg,22,79.19,1742.18
PO05425,2023-02-23,ITC Regional Depot,Fevicol Glue,50ml,100,20.06,2006.0
PO05426,2023-02-23,Local Supplier,Colin Glass Cleaner,500ml,11,256.93,2826.23
PO05427,2023-02-23,Local Supplier,Syska LED Strip,5m,81,246.12,19935.72
PO05428,2023-02-23,Local Supplier,Fortune Sunflower Oil,1L,75,289.18,21688.5
PO05429,2023-02-23,Local Supplier,Pepsodent Toothpaste,300g,78,157.01,12246.78
PO05430,2023-02-23,Parle Agencies Jaipur,Parle-G Biscuits,100g,17,18.33,311.61
PO05431,2023-02-23,Local Supplier,Tang Powder,50g,14,215.45,3016.3
PO05432,2023-02-23,Local Supplier,Paperboat Drinks,250ml,23,217.85,5010.55
PO05433,2023-02-23,Local Supplier,Clinic Plus Shampoo,175ml,28,228.21,6389.88
PO05434,2023-02-23,Britannia Jaipur Hub,Hide & Seek,100g,32,23.96,766.72
PO05435,2023-02-23,Local Supplier,Surf Excel Detergent,1kg,94,61.67,5796.98
PO05436,2023-02-23,Local Supplier,Candle Pack,24 pcs,64,125.55,8035.2
PO05437,2023-02-23,Local Supplier,Pepsodent Toothpaste,150g,83,147.44,12237.52
PO05438,2023-02-23,Local Supplier,Fair & Lovely Cream,25g,73,74.48,5437.04
PO05439,2023-02-23,Local Supplier,Anchor Switchboard,6 switch,69,294.51,20321.19
PO05440,2023-02-23,Local Supplier,Good Knight Mosquito Coil,10 pcs,74,167.49,12394.26
PO05441,2023-02-23,Local Supplier,Vim Dish Wash,1L,86,112.3,9657.8
PO05442,2023-02-23,Parle Agencies Jaipur,Parle-G Biscuits,200g,67,178.93,11988.31
PO05443,2023-02-23,Local Supplier,Saffola Gold Oil,5L,12,236.29,2835.48
PO05444,2023-02-28,Local Supplier,Patanjali Kesh Kanti,450ml,86,307.84,26474.24
PO05445,2023-02-28,Local Supplier,Nivea Body Lotion,200ml,64,198.32,12692.48
PO05446,2023-02-28,Britannia Jaipur Hub,Britannia Biscuits,200g,75,52.33,3924.75
PO05447,2023-02-28,Local Supplier,Parachute Coconut Oil,1L,92,204.78,18839.76
PO05448,2023-02-28,Local Supplier,Scotch Tape,3 rolls,43,113.82,4894.26
PO05449,2023-02-28,Britannia Jaipur Hub,Bourbon Biscuits,200g,28,79.6,2228.8
PO05450,2023-02-28,Local Supplier,Handkerchief Pack,6 pcs,94,56.54,5314.76
PO05451,2023-02-28,Local Supplier,Horlicks,200g,90,126.67,11400.3
PO05452,2023-02-28,Local Supplier,Colgate Toothpaste,200g,24,110.3,2647.2
PO05453,2023-02-28,Haldiram Distributors,Haldiram Namkeen,200g,91,37.39,3402.49
PO05454,2023-02-28,Local Supplier,Syska LED Strip,5m,73,247.21,18046.33
PO05455,2023-02-28,Local Supplier,Horlicks,1kg,20,214.63,4292.6
PO05456,2023-02-28,Local Supplier,Pepsodent Toothpaste,300g,52,165.16,8588.32
PO05457,2023-02-28,Local Supplier,Vim Dish Wash,1L,19,115.09,2186.71
PO05458,2023-02-28,Local Supplier,Tata Tea Premium,250g,17,305.65,5196.05
PO05459,2023-03-02,Nestle C&F Jaipur,Nestle Milkmaid,400g,98,533.87,52319.26
PO05460,2023-03-02,ITC Regional Depot,Kurkure,100g,64,43.55,2787.2
PO05461,2023-03-02,Local Supplier,Bajaj LED Bulb 9W,4 pcs,71,204.38,14510.98
PO05462,2023-03-02,Local Supplier,Veet Hair Removal Cream,25g,56,106.05,5938.8
PO05463,2023-03-02,Local Supplier,Horlicks,200g,74,129.84,9608.16
PO05464,2023-03-02,Local Supplier,Tang Powder,500g,75,100.93,7569.75
PO05465,2023-03-02,Local Supplier,Rin Bar,200g,40,70.65,2826.0
PO05466,2023-03-02,Local Supplier,Pepsodent Toothpaste,150g,58,149.48,8669.84
PO05467,2023-03-02,Local Supplier,Paperboat Drinks,200ml,63,275.45,17353.35
PO05468,2023-03-02,Local Supplier,Patanjali Kesh Kanti,450ml,99,303.06,30002.94
PO05469,2023-03-02,ITC Regional Depot,Stapler Machine,Standard,26,49.31,1282.06
PO05470,2023-03-02,Local Supplier,Surf Excel Detergent,2kg,53,135.23,7167.19
PO05471,2023-03-02,Local Supplier,Dove Shampoo,200ml,67,302.17,20245.39
PO05472,2023-03-02,Local Supplier,Vim Dish Wash,1L,43,112.46,4835.78
PO05473,2023-03-02,Local Supplier,Handkerchief Pack,12 pcs,88,251.76,22154.88
PO05474,2023-03-02,Local Supplier,MDH Haldi Powder,250g,95,354.97,33722.15
PO05475,2023-03-02,Local Supplier,Fair & Lovely Cream,100g,78,123.15,9605.7
PO05476,2023-03-02,Local Supplier,Classmate Notebook,200 pages,63,32.74,2062.62
PO05477,2023-03-02,Local Supplier,Marico Hair Oil,100ml,17,250.74,4262.58
PO05478,2023-03-02,Amul Cooperative Jaipur,Amul Ghee,500ml,35,459.68,16088.8
PO05479,2023-03-02,ITC Regional Depot,Lays Chips,73g,94,81.88,7696.72
PO05480,2023-03-02,Local Supplier,MDH Red Chilli Powder,250g,36,121.74,4382.64
PO05481,2023-03-02,Local Supplier,Rin Bar,400g,33,149.89,4946.37
PO05482,2023-03-02,Local Supplier,Nivea Body Lotion,200ml,76,204.71,15557.96
PO05483,2023-03-02,Local Supplier,Odonil Air Freshener,75g,50,136.84,6842.0
PO05484,2023-03-02,Local Supplier,Everest Sabji Masala,50g,20,226.51,4530.2
PO05485,2023-03-02,Local Supplier,Everest Sabji Masala,100g,68,243.95,16588.6
PO05486,2023-03-02,Local Supplier,Red Label Tea,250g,72,307.9,22168.8
PO05487,2023-03-02,Local Supplier,Scotch Brite Scrub,1 pc,65,68.6,4459.0
PO05488,2023-03-02,Local Supplier,Pantene Shampoo,370ml,97,272.64,26446.08
PO05489,2023-03-02,Local Supplier,Good Knight Mosquito Coil,10 pcs,72,170.11,12247.92
PO05490,2023-03-02,ITC Regional Depot,Fevicol Glue,100ml,34,97.87,3327.58
PO05491,2023-03-02,Local Supplier,Limca Syrup,750ml,74,171.0,12654.0
PO05492,2023-03-07,Local Supplier,Tissue Box,200 sheets,76,231.55,17597.8
PO05493,2023-03-07,Local Supplier,Wheel Detergent Powder,1kg,17,76.82,1305.94
PO05494,2023-03-07,Local Supplier,Lizol Floor Cleaner,2L,36,21.78,784.08
PO05495,2023-03-07,Local Supplier,Candle Pack,24 pcs,97,123.68,11996.96
PO05496,2023-03-07,Local Supplier,Scotch Brite Scrub,3 pc,47,78.31,3680.57
PO05497,2023-03-07,Local Supplier,Candle Pack,12 pcs,10,166.11,1661.1
PO05498,2023-03-07,Local Supplier,Lux Soap,75g,26,122.25,3178.5
PO05499,2023-03-07,Local Supplier,Patanjali Kesh Kanti,450ml,86,319.79,27501.94
PO05500,2023-03-07,Local Supplier,Syska LED Strip,1m,77,229.54,17674.58
PO05501,2023-03-07,Local Supplier,Scotch Tape,1 roll,92,13.23,1217.16
PO05502,2023-03-07,Local Supplier,Rupa Underwear,S,43,174.89,7520.27
PO05503,2023-03-07,Local Supplier,Fortune Sunflower Oil,5L,66,144.96,9567.36
PO05504,2023-03-07,Local Supplier,Patanjali Kesh Kanti,200ml,88,199.54,17559.52
PO05505,2023-03-07,Local Supplier,Extension Board 4-pin,3m,38,155.11,5894.18
PO05506,2023-03-07,Local Supplier,Classmate Notebook,100 pages,78,42.27,3297.06
PO05507,2023-03-07,Britannia Jaipur Hub,Britannia Biscuits,100g,92,34.28,3153.76
PO05508,2023-03-07,Local Supplier,Bajaj LED Bulb 9W,1 pc,15,248.98,3734.7
PO05509,2023-03-09,ITC Regional Depot,Sunfeast Dark Fantasy,75g,12,98.55,1182.6
PO05510,2023-03-09,Local Supplier,Rupa Underwear,S,78,181.08,14124.24
PO05511,2023-03-09,Local Supplier,Head & Shoulders Shampoo,360ml,26,202.42,5262.92
PO05512,2023-03-09,Local Supplier,Marico Hair Oil,300ml,35,272.53,9538.55
PO05513,2023-03-09,Britannia Jaipur Hub,Britannia Biscuits,100g,25,33.43,835.75
PO05514,2023-03-09,Local Supplier,Paperboat Drinks,200ml,73,274.43,20033.39
PO05515,2023-03-09,Local Supplier,VIP Socks,2 pairs,27,134.83,3640.41
PO05516,2023-03-09,Local Supplier,Fair & Lovely Cream,100g,52,125.32,6516.64
PO05517,2023-03-09,Local Supplier,Parachute Coconut Oil,1L,68,202.28,13755.04
PO05518,2023-03-09,Local Supplier,Patanjali Kesh Kanti,450ml,11,303.98,3343.78
PO05519,2023-03-09,Local Supplier,Limca Syrup,750ml,43,166.72,7168.96
PO05520,2023-03-09,ITC Regional Depot,Fevicol Glue,50ml,65,20.3,1319.5
PO05521,2023-03-09,Amul Cooperative Jaipur,Amul Ghee,500ml,63,448.11,28230.93
PO05522,2023-03-09,Local Supplier,Rin Bar,100g,42,110.07,4622.94
PO05523,2023-03-09,Parle Agencies Jaipur,Parle-G Biscuits,200g,33,172.15,5680.95
PO05524,2023-03-09,Local Supplier,Lizol Floor Cleaner,1L,84,127.91,10744.44
PO05525,2023-03-09,Local Supplier,Red Label Tea,500g,17,263.54,4480.18
PO05526,2023-03-09,Local Supplier,MDH Garam Masala,100g,66,129.49,8546.34
PO05527,2023-03-14,Local Supplier,Philips LED Bulb 12W,4 pcs,67,350.66,23494.22
PO05528,2023-03-14,Local Supplier,Colgate Toothpaste,300g,48,161.44,7749.12
PO05529,2023-03-14,Local Supplier,Anchor Switchboard,6 switch,73,297.41,21710.93
PO05530,2023-03-14,ITC Regional Depot,Fevicol Glue,50ml,30,21.0,630.0
PO05531,2023-03-14,Local Supplier,Lizol Floor Cleaner,1L,99,129.33,12803.67
PO05532,2023-03-14,Local Supplier,Lizol Floor Cleaner,2L,87,21.99,1913.13
PO05533,2023-03-14,Local Supplier,Patanjali Kesh Kanti,450ml,67,312.1,20910.7
PO05534,2023-03-14,Local Supplier,Fortune Sunflower Oil,5L,48,143.75,6900.0
PO05535,2023-03-14,ITC Regional Depot,Lays Chips,73g,55,80.91,4450.05
PO05536,2023-03-14,Local Supplier,Tang Powder,500g,95,103.34,9817.3
PO05537,2023-03-14,ITC Regional Depot,Fevicol Glue,500ml,96,20.77,1993.92
PO05538,2023-03-14,Local Supplier,Mother Dairy Paneer,500g,18,583.71,10506.78
PO05539,2023-03-14,Local Supplier,Scotch Brite Scrub,3 pc,89,79.75,7097.75
PO05540,2023-03-14,Local Supplier,Nivea Body Lotion,200ml,84,195.07,16385.88
PO05541,2023-03-14,Dabur Tonk Depot,Rooh Afza,300ml,77,291.29,22429.33
PO05542,2023-03-14,Britannia Jaipur Hub,Monaco Crackers,80g,85,99.21,8432.85
PO05543,2023-03-14,Nestle C&F Jaipur,Nestle Milkmaid,1kg,16,122.88,1966.08
PO05544,2023-03-14,Britannia Jaipur Hub,Good Day Cookies,150g,74,62.9,4654.6
PO05545,2023-03-14,Local Supplier,Scotch Tape,1 roll,67,12.88,862.96
PO05546,2023-03-14,Local Supplier,Lifebuoy Soap,75g,32,171.81,5497.92
PO05547,2023-03-14,Local Supplier,Tata Salt,1kg,12,288.0,3456.0
PO05548,2023-03-14,Local Supplier,Jockey Vest,M,20,243.75,4875.0
PO05549,2023-03-14,Local Supplier,Clinic Plus Shampoo,350ml,92,156.8,14425.6
PO05550,2023-03-16,ITC Regional Depot,Kurkure,73g,56,104.1,5829.6
PO05551,2023-03-16,Local Supplier,Jockey Vest,S,92,197.12,18135.04
PO05552,2023-03-16,Local Supplier,All Out Liquid Refill,45ml,34,82.97,2820.98
PO05553,2023-03-16,Local Supplier,Anchor Switchboard,6 switch,76,298.2,22663.2
PO05554,2023-03-16,Local Supplier,Lifebuoy Soap,150g,85,126.99,10794.15
PO05555,2023-03-16,Local Supplier,Lux Soap,150g,87,80.13,6971.31
PO05556,2023-03-16,Local Supplier,Scotch Tape,3 rolls,28,111.74,3128.72
PO05557,2023-03-16,Local Supplier,Fair & Lovely Cream,25g,36,75.57,2720.52
PO05558,2023-03-16,Local Supplier,Rupa Underwear,L,71,164.03,11646.13
PO05559,2023-03-16,Local Supplier,Tang Powder,50g,72,219.55,15807.6
PO05560,2023-03-16,Local Supplier,Horlicks,200g,47,127.35,5985.45
PO05561,2023-03-16,Britannia Jaipur Hub,Good Day Cookies,150g,24,63.53,1524.72
PO05562,2023-03-16,Britannia Jaipur Hub,Good Day Cookies,75g,83,112.91,9371.53
PO05563,2023-03-16,Local Supplier,Lifebuoy Soap,250g,56,52.27,2927.12
PO05564,2023-03-16,Local Supplier,Yakult Probiotic,5 bottles,65,145.08,9430.2
PO05565,2023-03-16,Local Supplier,Tata Tea Premium,250g,70,301.13,21079.1
PO05566,2023-03-16,Local Supplier,Vim Dish Wash,500ml,68,58.47,3975.96
PO05567,2023-03-21,Local Supplier,Garbage Bags,50 pcs,18,29.71,534.78
PO05568,2023-03-21,Local Supplier,Tata Tea Premium,1kg,32,123.85,3963.2
PO05569,2023-03-21,Local Supplier,Lux Soap,150g,21,83.11,1745.31
PO05570,2023-03-21,Local Supplier,Fair & Lovely Cream,25g,24,75.5,1812.0
PO05571,2023-03-21,Local Supplier,Parachute Coconut Oil,1L,59,206.64,12191.76
PO05572,2023-03-21,Local Supplier,Odonil Air Freshener,150g,85,232.16,19733.6
PO05573,2023-03-21,Local Supplier,Anchor Switchboard,6 switch,46,308.39,14185.94
PO05574,2023-03-21,Britannia Jaipur Hub,Good Day Cookies,150g,33,63.29,2088.57
PO05575,2023-03-21,Local Supplier,Patanjali Kesh Kanti,450ml,81,313.86,25422.66
PO05576,2023-03-21,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,58,281.5,16327.0
PO05577,2023-03-21,Local Supplier,Tang Powder,50g,32,218.67,6997.44
PO05578,2023-03-21,Local Supplier,Scotch Brite Scrub,2 pc,15,165.83,2487.45
PO05579,2023-03-21,Local Supplier,Marico Hair Oil,300ml,49,283.18,13875.82
PO05580,2023-03-21,Amul Cooperative Jaipur,Amul Cheese Slices,400g,97,136.98,13287.06
PO05581,2023-03-21,Local Supplier,Rupa Underwear,L,57,166.32,9480.24
PO05582,2023-03-21,Local Supplier,Fair & Lovely Cream,50g,100,42.74,4274.0
PO05583,2023-03-21,Local Supplier,VIP Socks,2 pairs,70,136.19,9533.3
PO05584,2023-03-21,Local Supplier,Bournvita,200g,31,91.95,2850.45
PO05585,2023-03-21,Local Supplier,Pepsodent Toothpaste,150g,66,142.84,9427.44
PO05586,2023-03-21,Britannia Jaipur Hub,Hide & Seek,75g,21,51.72,1086.12
PO05587,2023-03-21,Local Supplier,Syska LED Strip,1m,15,226.77,3401.55
PO05588,2023-03-21,Local Supplier,Classmate Notebook,100 pages,58,42.85,2485.3
PO05589,2023-03-21,Parle Agencies Jaipur,Parle-G Biscuits,100g,33,19.18,632.94
PO05590,2023-03-21,Local Supplier,MDH Red Chilli Powder,500g,41,256.21,10504.61
PO05591,2023-03-21,Local Supplier,Tissue Box,200 sheets,86,232.65,20007.9
PO05592,2023-03-21,Local Supplier,Reynolds Pen,20 pcs,66,39.73,2622.18
PO05593,2023-03-21,Local Supplier,Odonil Air Freshener,75g,71,137.31,9749.01
PO05594,2023-03-23,Local Supplier,VIP Socks,4 pairs,89,178.87,15919.43
PO05595,2023-03-23,Local Supplier,Extension Board 4-pin,3m,78,153.17,11947.26
PO05596,2023-03-23,Local Supplier,Odonil Air Freshener,150g,22,221.87,4881.14
PO05597,2023-03-23,Local Supplier,Lizol Floor Cleaner,1L,99,127.26,12598.74
PO05598,2023-03-23,ITC Regional Depot,Stapler Machine,Standard,87,50.88,4426.56
PO05599,2023-03-23,Local Supplier,Paperboat Drinks,200ml,56,268.96,15061.76
PO05600,2023-03-23,Local Supplier,Horlicks,200g,48,129.8,6230.4
PO05601,2023-03-23,Local Supplier,Parachute Coconut Oil,500ml,84,165.73,13921.32
PO05602,2023-03-23,Local Supplier,Clinic Plus Shampoo,350ml,49,156.72,7679.28
